,Region,Accepted Species with Ambiguity,All Accepted Species,expected_diversity,Accepted Species with Ambiguity_residuals,highlight_high,highlight_low
142,ITA,3186,6107,1620.915448988168,1565.084551011832,True,False
143,IVO,910,3777,1216.4518218054723,-306.45182180547226,False,False
144,JAM,1363,3086,1111.6194517764,251.38054822360004,False,False
145,JAP,1454,5499,1509.8247268330747,-55.82472683307469,False,False
146,JAW,2085,5406,1492.8638964469076,592.1361035530924,False,False
147,JNF,89,263,129.25300243141638,-40.25300243141638,False,False
148,KAM,549,1150,530.3730264226291,18.626973577370904,False,False
149,KAN,850,1744,786.7361143743937,63.26388562560635,False,False
150,KAZ,1797,5318,1475.9752697988592,321.02473020114076,False,False
151,KEG,13,32,24.140800087230385,-11.140800087230385,False,False
152,KEN,1461,6402,1668.5597780875887,-207.5597780875887,False,False
153,KER,53,129,68.3020949490837,-15.302094949083695,False,False
154,KGZ,1077,3915,1237.6396828957372,-160.63968289573722,False,False
155,KHA,778,1869,830.1488943305702,-52.148894330570215,False,False
156,KOR,1159,3234,1134.4764235255266,24.52357647447343,False,False
157,KRA,1062,2172,922.0450463911451,139.9549536088549,False,False
158,KRI,1054,1957,859.0702714181969,194.92972858180315,False,False
159,KRY,1387,2251,941.3412802150484,445.6587197849516,False,False
160,KTY,1068,2124,909.2509192256572,158.74908077434281,False,False
161,KUR,492,1140,525.8801693676832,-33.88016936768315,False,False
162,KUW,195,360,173.3295986282676,21.670401371732396,False,False
163,KZN,98,182,92.41754188026889,5.582458119731115,False,False
164,LAB,390,724,338.3329682873641,51.66703171263589,False,False
165,LAO,1597,5168,1447.507320176935,149.49267982306492,False,False
166,LBR,624,2726,1046.4394246372435,-422.4394246372435,False,False
167,LBS,1639,3880,1232.2518062687661,406.74819373123387,False,False
168,LBY,948,1817,812.4091474930369,135.59085250696307,False,False
169,LDV,128,183,92.8724522401929,35.1275477598071,False,False
170,LEE,1113,2080,897.3669907968992,215.63300920310076,False,False
171,LES,448,1639,747.8645768576499,-299.8645768576499,False,False
172,LIN,27,50,32.338090243042934,-5.3380902430429344,False,False
173,LOU,1151,2348,963.782834637347,187.21716536265296,False,False
174,LSI,1314,3088,1111.982249859607,202.017750140393,False,False
175,MAG,548,1253,576.621459386844,-28.62145938684398,False,False
176,MAI,868,1657,754.7137931526338,113.2862068473662,False,False
177,MAN,710,1370,629.1515970993281,80.84840290067189,False,False
178,MAQ,14,42,28.694982890221283,-14.694982890221283,False,False
179,MAS,955,1869,830.1488943305702,124.85110566942978,False,False
180,MAU,471,1003,464.25929111211985,6.740708887880146,False,False
181,MCI,43,71,41.900226836694856,1.0997731633051444,False,False
182,MCS,5,10,14.120444388519934,-9.120444388519934,False,False
183,MDG,1223,11807,2430.0420141128925,-1207.0420141128925,False,True
184,MDR,502,813,378.5636022682325,123.4363977317675,False,False
185,MDV,108,154,79.6785674710483,28.321432528951703,False,False
186,MIC,1006,2022,879.1795327945753,126.82046720542473,False,False
187,MIN,937,1877,833.2191086326309,103.78089136736912,False,False
188,MLI,680,1851,824.1522471999012,-144.15224719990124,False,False
189,MLW,1085,4727,1367.3581556779582,-282.35815567795817,False,False
190,MLY,2200,8891,2054.345103852917,145.65489614708304,False,False
191,MNT,912,2242,939.2276834466754,-27.227683446675428,False,False
192,MOL,1084,3342,1150.4669576876588,-66.4669576876588,False,False
193,MON,1143,3005,1098.5664822519002,44.4335177480998,False,False
194,MOR,1848,4182,1279.4199919534922,568.5800080465078,False,False
195,MOZ,1325,5491,1508.2656841780833,-183.26568417808335,False,False
196,MPE,6,24,20.497216718625662,-14.497216718625662,False,False
197,MRN,248,471,223.7165313192905,24.28346868070949,False,False
198,MRQ,119,366,176.05465076162906,-57.05465076162906,False,False
199,MRS,76,124,66.02653378496716,9.973466215032843,False,False
200,MRY,1202,2233,937.1041147866653,264.89588521333474,False,False
201,MSI,1136,2317,956.6497742939824,179.35022570601757,False,False
202,MSO,1035,2155,917.7627202482857,117.23727975171425,False,False
203,MTN,491,1004,464.7095842020943,26.290415797905723,False,False
204,MXC,2177,7531,1844.0137516284608,332.9862483715392,False,False
205,MXE,2648,11353,2383.4690404053995,264.5309595946005,False,False
206,MXG,2505,7888,1900.131329039326,604.8686709606741,False,False
207,MXI,95,277,135.61701225257042,-40.61701225257042,False,False
208,MXN,1795,7025,1765.1110066569431,29.88899334305688,False,False
209,MXS,2944,14115,2659.902375323497,284.0976246765031,False,False
210,MXT,2494,9297,2114.7597427263304,379.2402572736696,False,False
211,MYA,2842,9634,2163.6031128644795,678.3968871355205,False,False
212,NAM,809,3810,1221.4781023935582,-412.4781023935582,False,False
213,NAT,1212,5111,1436.6959261053726,-224.69592610537256,False,False
214,NBR,606,1138,524.9815256422228,81.01847435777722,False,False
215,NCA,1400,2960,1090.4950492179903,309.5049507820097,False,False
216,NCB,605,1266,582.4564145642067,22.54358543579326,False,False
217,NCS,2000,4124,1270.1482530584562,729.8517469415438,True,False
218,NDA,593,1129,520.9373228486163,72.0626771513837,False,False
219,NEB,761,1469,673.7111150130266,87.28888498697336,False,False
220,NEP,2187,6241,1642.8157984093395,544.1842015906605,False,False
221,NET,1091,1931,850.743735661506,240.25626433849402,False,False
222,NEV,793,2842,1068.4391653857645,-275.43916538576445,False,False
223,NFK,117,360,173.3295986282676,-56.329598628267604,False,False
224,NFL,522,1014,469.2120887651605,52.7879112348395,False,False
225,NGA,1126,4788,1377.8801158366327,-251.88011583663274,False,False
226,NGR,474,1073,495.761330603591,-21.761330603590977,False,False
227,NIC,1863,5872,1580.1926582940628,282.80734170593723,False,False
228,NLA,277,482,228.70671212139683,48.29328787860317,False,False
229,NNS,755,1834,818.3329499293419,-63.33294992934191,False,False
230,NOR,1086,3199,1129.3349353517508,-43.3349353517508,False,False
231,NRU,36,57,35.525633872442214,0.4743661275577864,False,False
232,NSC,587,1116,515.0947878086874,71.90521219131256,False,False
233,NSW,960,5999,1602.5588009585883,-642.5588009585883,False,True
234,NTA,736,4109,1267.7553670874508,-531.7553670874508,False,False
235,NUE,104,216,107.88240452665273,-3.882404526652735,False,False
236,NUN,338,621,291.7128560724489,46.287143927551085,False,False
237,NWC,492,3347,1151.1976369025404,-659.1976369025404,False,True
238,NWG,1717,13439,2591.1409511169395,-874.1409511169395,False,True
239,NWH,830,1550,710.2289569153917,119.77104308460832,False,False
240,NWJ,1062,2014,876.6585381918813,185.34146180811865,False,False
241,NWM,1140,3487,1172.6183583216862,-32.61835832168617,False,False
242,NWT,532,1049,484.9648029795125,47.03519702048749,False,False
243,NWY,1205,2446,985.9139710463214,219.08602895367858,False,False
244,NZN,356,1498,686.7918508585913,-330.79185085859126,False,False
245,NZS,367,1938,853.0817412327496,-486.08174123274955,False,False
246,OFS,676,2608,1022.3349894612884,-346.3349894612884,False,False
247,OGA,148,349,168.3332547442554,-20.333254744255413,False,False
248,OHI,1040,2015,876.9447089208544,163.0552910791456,False,False
249,OKL,1067,2316,956.420790224961,110.57920977503898,False,False
250,OMA,558,1312,603.1039857297213,-45.10398572972133,False,False
251,ONT,1093,2217,933.3010287619475,159.69897123805254,False,False
252,ORE,1015,3271,1139.9409172437715,-124.94091724377154,False,False
253,PAK,1757,4596,1345.6785571966811,411.32144280331886,False,False
254,PAL,1266,2793,1059.384154150796,206.6158458492041,False,False
255,PAN,2054,10138,2235.633459600821,-181.63345960082097,False,False
256,PAR,1464,5326,1477.5194483563685,-13.519448356368457,False,False
257,PEI,400,704,329.2854238784503,70.71457612154973,False,False
258,PEN,1137,2200,929.2152681240542,207.7847318759458,False,False
259,PER,3129,20765,3322.077037101387,-193.07703710138685,False,False
260,PHI,2099,9376,2126.293043636888,-27.293043636887887,False,False
261,PHX,17,28,22.319034633845806,-5.319034633845806,False,False
262,PIT,52,118,63.29574403301091,-11.295744033010912,False,False
263,POL,1637,2954,1089.4889344685268,547.5110655314732,False,False
264,POR,1595,2681,1036.9175096048289,558.0824903951711,False,False
265,PRM,796,2123,908.991806979279,-112.99180697927898,False,False
266,PUE,1173,2394,974.3161682069775,198.68383179302248,False,False
267,QLD,1430,8336,1969.6514604674273,-539.6514604674273,False,False
268,QUE,972,1969,862.6565282989432,109.34347170105684,False,False
269,REU,451,992,459.3055536600933,-8.305553660093324,False,False
270,RHO,754,1347,618.819240872896,135.180759127104,False,False
271,ROD,111,208,104.24400393475666,6.7559960652433375,False,False
272,ROM,2129,3557,1183.212385385772,945.787614614228,True,False
273,RUC,1266,2073,894.9151659869715,371.0848340130285,False,False
274,RUE,1451,2549,1010.0483165240049,440.9516834759951,False,False
275,RUN,991,1912,844.5164914280593,146.48350857194066,False,False
276,RUS,1332,2167,920.804096573805,411.19590342619495,False,False
277,RUW,961,1535,703.4765275827776,257.52347241722237,False,False
278,RWA,719,2559,1012.2126403108163,-293.21264031081625,False,False
279,SAK,549,1261,580.2122169653195,-31.2122169653195,False,False
280,SAM,290,861,400.2386337503269,-110.23863375032693,False,False
281,SAR,1273,2074,895.2662317952745,377.7337682047255,False,False
282,SAS,640,1304,599.5127847176367,40.48721528236331,False,False
283,SAU,894,2050,888.237228394791,5.762771605208968,False,False
284,SCA,1275,2652,1031.1908800481012,243.80911995189877,False,False
285,SCI,212,621,291.7128560724489,-79.71285607244891,False,False
286,SCS,145,210,105.15362683391415,39.846373166085854,False,False
287,SCZ,104,298,145.16151650224714,-41.16151650224714,False,False
288,SDA,740,1448,664.2453686138497,75.75463138615032,False,False
289,SEL,58,96,53.281770754285716,4.718229245714284,False,False
290,SEN,780,2100,902.9605223055572,-122.96052230555722,False,False
291,SEY,204,416,198.7571070181435,5.2428929818564995,False,False
292,SGE,12,23,20.04175406899246,-8.04175406899246,False,False
293,SIC,1512,2545,1009.2062294201958,502.79377057980423,False,False
294,SIE,720,2670,1034.7547342026915,-314.75473420269145,False,False
295,SIN,596,1240,570.7862865955628,25.213713404437158,False,False
296,SOA,481,3211,1131.0933796062125,-650.0933796062125,False,True
297,SOC,276,801,373.142321191411,-97.14232119141099,False,False
298,SOL,623,2298,952.287730768731,-329.28773076873097,False,False
299,SOM,743,3139,1120.0098476360663,-377.0098476360663,False,False
300,SPA,2995,6939,1751.9075752390806,1243.0924247609194,True,False
301,SRL,1617,3716,1207.192405261393,409.8075947386069,False,False
302,SSA,1,2,10.476291615878415,-9.476291615878415,False,False
303,STH,39,90,50.55039567565214,-11.55039567565214,False,False
304,SUD,1305,4009,1252.152335307678,52.84766469232204,False,False
305,SUL,1384,4693,1361.7959500627903,22.204049937209675,False,False
306,SUM,1875,7502,1839.444247902368,35.55575209763197,False,False
307,SUR,1324,4483,1327.4618905988343,-3.461890598834316,False,False
308,SVA,103,199,100.15051427465788,2.84948572534212,False,False
309,SWC,160,265,130.16219540624067,29.83780459375933,False,False
310,SWE,1263,3888,1233.4812822193485,29.518717780651514,False,False
311,SWI,1913,3405,1160.0077917708454,752.9922082291546,True,False
312,SWZ,765,2621,1024.9740471536418,-259.9740471536418,False,False
313,TAI,1520,4716,1365.5985111124967,154.40148888750332,False,False
314,TAN,1730,9733,2177.8230568740346,-447.8230568740346,False,False
315,TAS,401,1816,812.0740448159928,-411.0740448159928,False,False
316,TCI,206,406,194.21752501747815,11.782474982521848,False,False
317,TCS,2317,5636,1536.2589730071086,780.7410269928914,True,False
318,TDC,39,98,54.19220149220479,-15.192201492204788,False,False
319,TEN,1205,2481,994.7759692133243,210.2240307866757,False,False
320,TEX,1682,4809,1381.5544929311043,300.4455070688957,False,False
321,THA,2745,11172,2363.5334196795975,381.4665803204025,False,False
322,TKM,886,2680,1036.7213444298543,-150.7213444298543,False,False
323,TOG,683,2026,880.5135860084654,-197.51358600846538,False,False
324,TOK,40,70,41.44492072951213,-1.444920729512127,False,False
325,TON,223,520,245.94105174817963,-22.941051748179632,False,False
326,TRT,1211,2571,1014.7165100960451,196.2834899039549,False,False
327,TUA,75,154,79.6785674710483,-4.6785674710482965,False,False
328,TUB,141,378,181.50427181240548,-40.50427181240548,False,False
329,TUE,1422,2223,934.7316440923324,487.26835590766757,False,False
330,TUN,1303,2388,972.9699590724848,330.0300409275152,False,False
331,TUR,3057,10114,2232.288251760826,824.7117482391741,True,False
332,TUV,30,53,33.704200458702566,-3.704200458702566,False,False
333,TVA,796,1701,771.3139664202109,24.68603357978907,False,False
334,TVL,1241,5359,1483.8969855733421,-242.89698557334214,False,False
335,TZK,1061,4348,1305.8782136041136,-244.87821360411363,False,False
336,UGA,1218,4742,1369.9250026808274,-151.92500268082745,False,False
337,UKR,1964,3276,1140.6672073450657,823.3327926549343,True,False
338,URU,833,2579,1016.3770626177777,-183.3770626177777,False,False
339,UTA,916,2981,1094.1364697000736,-178.13646970007358,False,False
340,UZB,1034,3923,1238.886509974473,-204.88650997447303,False,False
341,VAN,485,1350,620.1666559190298,-135.16665591902984,False,False
342,VEN,3023,16295,2873.744555850303,149.2554441496968,False,False
343,VER,859,1670,759.561901450698,99.43809854930203,False,False
344,VIC,607,3369,1154.4216234672863,-547.4216234672863,False,False
345,VIE,2749,11883,2437.481932340844,311.5180676591558,False,False
346,VNA,461,828,385.33880265537624,75.66119734462376,False,False
347,VRG,1319,2647,1030.1951482598038,288.8048517401962,False,False
348,WAK,14,22,19.586288158399313,-5.586288158399313,False,False
349,WAL,153,304,147.88817982606537,5.111820173934632,False,False
350,WAS,912,2487,996.0731029098374,-84.07310290983742,False,False
351,WAU,1016,10699,2308.212253823715,-1292.212253823715,False,True
352,WDC,634,1089,502.95668377902234,131.04331622097766,False,False
353,WHM,2127,5676,1543.918356364463,583.0816436355369,False,False
354,WIN,1064,2026,880.5135860084654,183.48641399153462,False,False
355,WIS,962,1920,847.001184947377,114.99881505262294,False,False
356,WSA,174,392,187.86134310318383,-13.861343103183827,False,False
357,WSB,1250,2397,974.9884293783979,275.0115706216021,False,False
358,WVA,966,1802,807.3568689926609,158.6431310073391,False,False
359,WYO,902,2288,949.9817581897149,-47.981758189714924,False,False
360,XMS,130,215,107.42761774879337,22.572382251206633,False,False
361,YAK,874,1870,830.5478509103717,43.45214908962828,False,False
362,YEM,809,2069,893.5082011109805,-84.50820111098051,False,False
363,YUG,2903,5469,1504.4019358187668,1398.5980641812332,True,False
364,YUK,534,1120,516.892607579214,17.107392420786027,False,False
365,ZAI,1513,9472,2140.2307749682896,-627.2307749682896,False,True
366,ZAM,1222,6192,1634.9019346524517,-412.9019346524517,False,False
367,ZIM,1290,5284,1469.451218260434,-179.45121826043396,False,False
