,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,taxon_name_with_authors,taxon_name_with_paranthet_authors,taxon_name_with_primary_author,abbreviated_genus,sp_binomial_with_abbreviated_genus,sp_binomial_with_abbreviated_genus_with_authors,sp_binomial_with_abbreviated_genus_with_paranthet_authors,sp_binomial_with_abbreviated_genus_with_primary_author,publication_year
719802,820559-1,Solanum polygamum,Solanum polygamum Vahl,Solanaceae,Species,3032410,820559-1,Species,Accepted,Solanaceae,,Solanum,,polygamum,,,,Vahl,,Symb. Bot., 3: 39,(1794),Solanum polygamum,Vahl,3032410,,,,2936484,820559-1,,N,Solanum polygamum,Solanum polygamum Vahl,820559-1,3032410,Solanum polygamum Vahl,Solanum polygamum Vahl,Solanum polygamum Vahl,S.,S. polygamum,S. polygamum Vahl,S. polygamum Vahl,S. polygamum Vahl,1794
325360,985915-1,Solanum premnifolium,Solanum premnifolium (Miers) Bohs,Solanaceae,Species,3032414,985915-1,Species,Accepted,Solanaceae,,Solanum,,premnifolium,,,Miers,Bohs,,Taxon, 44: 586,(1995),Solanum premnifolium,(Miers) Bohs,3032414,3034669,,,2936484,985915-1,,N,Solanum premnifolium,Solanum premnifolium (Miers) Bohs,985915-1,3032414,Solanum premnifolium (Miers) Bohs,Solanum premnifolium Miers Bohs,Solanum premnifolium Bohs,S.,S. premnifolium,S. premnifolium (Miers) Bohs,S. premnifolium Miers Bohs,S. premnifolium Bohs,1995
726356,820583-1,Solanum procumbens,Solanum procumbens Lour.,Solanaceae,Species,3032417,820583-1,Species,Accepted,Solanaceae,,Solanum,,procumbens,,,,Lour.,,Fl. Cochinch., 1: 132,(1790),Solanum procumbens,Lour.,3032417,,,,2936484,820583-1,,N,Solanum procumbens,Solanum procumbens Lour.,820583-1,3032417,Solanum procumbens Lour.,Solanum procumbens Lour.,Solanum procumbens Lour.,S.,S. procumbens,S. procumbens Lour.,S. procumbens Lour.,S. procumbens Lour.,1790
727682,820632-1,Solanum pubescens,Solanum pubescens Willd.,Solanaceae,Species,3032436,820632-1,Species,Accepted,Solanaceae,,Solanum,,pubescens,,,,Willd.,,Phytographia, 1: 5,(1794),Solanum pubescens,Willd.,3032436,,,,2936484,820632-1,,N,Solanum pubescens,Solanum pubescens Willd.,820632-1,3032436,Solanum pubescens Willd.,Solanum pubescens Willd.,Solanum pubescens Willd.,S.,S. pubescens,S. pubescens Willd.,S. pubescens Willd.,S. pubescens Willd.,1794
720531,820647-1,Solanum pumilum,Solanum pumilum Dunal,Solanaceae,Species,3032442,820647-1,Species,Accepted,Solanaceae,,Solanum,,pumilum,,,,Dunal,A.P.de Candolle,Prodr., 13(1): 287,(1852),Solanum pumilum,Dunal,3032442,,,,2936484,820647-1,,N,Solanum pumilum,Solanum pumilum Dunal,820647-1,3032442,Solanum pumilum Dunal,Solanum pumilum Dunal,Solanum pumilum Dunal,S.,S. pumilum,S. pumilum Dunal,S. pumilum Dunal,S. pumilum Dunal,1852
721765,820653-1,Solanum pungetium,Solanum pungetium R.Br.,Solanaceae,Species,3032444,820653-1,Species,Accepted,Solanaceae,,Solanum,,pungetium,,,,R.Br.,,Prodr. Fl. Nov. Holland.,: 446,(1810),Solanum pungetium,R.Br.,3032444,,,,2936484,820653-1,,N,Solanum pungetium,Solanum pungetium R.Br.,820653-1,3032444,Solanum pungetium R.Br.,Solanum pungetium R.Br.,Solanum pungetium R.Br.,S.,S. pungetium,S. pungetium R.Br.,S. pungetium R.Br.,S. pungetium R.Br.,1810
719803,820706-1,Solanum radicans,Solanum radicans L.f.,Solanaceae,Species,3032458,820706-1,Species,Accepted,Solanaceae,,Solanum,,radicans,,,,L.f.,,Dec. Pl. Hort. Upsal., 1: t. 10,(1762),Solanum radicans,L.f.,3032458,,,,2936484,820706-1,,N,Solanum radicans,Solanum radicans L.f.,820706-1,3032458,Solanum radicans L.f.,Solanum radicans L.f.,Solanum radicans L.f.,S.,S. radicans,S. radicans L.f.,S. radicans L.f.,S. radicans L.f.,1762
722494,820748-1,Solanum repandum,Solanum repandum G.Forst.,Solanaceae,Species,3032474,820748-1,Species,Accepted,Solanaceae,,Solanum,,repandum,,,,G.Forst.,,Fl. Ins. Austr.,: 18,(1786),Solanum repandum,G.Forst.,3032474,,,,2936484,820748-1,,N,Solanum repandum,Solanum repandum G.Forst.,820748-1,3032474,Solanum repandum G.Forst.,Solanum repandum G.Forst.,Solanum repandum G.Forst.,S.,S. repandum,S. repandum G.Forst.,S. repandum G.Forst.,S. repandum G.Forst.,1786
723590,927605-1,Solanum richardii,Solanum richardii Dunal,Solanaceae,Species,3034780,927605-1,Species,Accepted,Solanaceae,,Solanum,,richardii,,,,Dunal,J.B.A.M.de Lamarck,Encycl.,", Suppl. 3: 775",(1814),Solanum richardii,Dunal,3034780,,,,2936484,927605-1,,N,Solanum richardii,Solanum richardii Dunal,927605-1,3034780,Solanum richardii Dunal,Solanum richardii Dunal,Solanum richardii Dunal,S.,S. richardii,S. richardii Dunal,S. richardii Dunal,S. richardii Dunal,1814
723852,820804-1,Solanum rostratum,Solanum rostratum Dunal,Solanaceae,Species,3033125,820804-1,Species,Accepted,Solanaceae,,Solanum,,rostratum,,,,Dunal,,Hist. Nat. Solanum,: 234,(1813),Solanum rostratum,Dunal,3033125,,,,2936484,820804-1,,N,Solanum rostratum,Solanum rostratum Dunal,820804-1,3033125,Solanum rostratum Dunal,Solanum rostratum Dunal,Solanum rostratum Dunal,S.,S. rostratum,S. rostratum Dunal,S. rostratum Dunal,S. rostratum Dunal,1813
240649,30053236-2,Solanum saponaceum,Solanum saponaceum Dunal,Solanaceae,Species,3032535,30053236-2,Species,Accepted,Solanaceae,,Solanum,,saponaceum,,,,Dunal,,Hist. Nat. Solanum,: 206,(1813),Solanum saponaceum,Dunal,3032535,3034834,Ruiz & Pav.,,2936484,30053236-2,,N,Solanum saponaceum,Solanum saponaceum Dunal,30053236-2,3032535,Solanum saponaceum Dunal,Solanum saponaceum Dunal,Solanum saponaceum Dunal,S.,S. saponaceum,S. saponaceum Dunal,S. saponaceum Dunal,S. saponaceum Dunal,1813
723835,820912-1,Solanum scabrum,Solanum scabrum Mill.,Solanaceae,Species,3032545,820912-1,Species,Accepted,Solanaceae,,Solanum,,scabrum,,,,Mill.,,"Gard. Dict., ed. 8.",: n.° 6,(1768),Solanum scabrum,Mill.,3032545,,,,2936484,820912-1,,N,Solanum scabrum,Solanum scabrum Mill.,820912-1,3032545,Solanum scabrum Mill.,Solanum scabrum Mill.,Solanum scabrum Mill.,S.,S. scabrum,S. scabrum Mill.,S. scabrum Mill.,S. scabrum Mill.,1768
728540,820989-1,Solanum septemlobum,Solanum septemlobum Bunge,Solanaceae,Species,3032576,820989-1,Species,Accepted,Solanaceae,,Solanum,,septemlobum,,,,Bunge,,Enum. Pl. China Bor.,: 48,(1833),Solanum septemlobum,Bunge,3032576,,,,2936484,820989-1,,N,Solanum septemlobum,Solanum septemlobum Bunge,820989-1,3032576,Solanum septemlobum Bunge,Solanum septemlobum Bunge,Solanum septemlobum Bunge,S.,S. septemlobum,S. septemlobum Bunge,S. septemlobum Bunge,S. septemlobum Bunge,1833
725398,30162226-2,Solanum stramoniifolium,Solanum stramoniifolium Jacq.,Solanaceae,Species,3032634,30162226-2,Species,Accepted,Solanaceae,,Solanum,,stramoniifolium,,,,Jacq.,,Misc. Austriac., 2: 298,(1781),Solanum stramoniifolium,Jacq.,3032634,,,,2936484,30162226-2,,N,Solanum stramoniifolium,Solanum stramoniifolium Jacq.,30162226-2,3032634,Solanum stramoniifolium Jacq.,Solanum stramoniifolium Jacq.,Solanum stramoniifolium Jacq.,S.,S. stramoniifolium,S. stramoniifolium Jacq.,S. stramoniifolium Jacq.,S. stramoniifolium Jacq.,1781
725664,821130-1,Solanum suaveolens,Solanum suaveolens Kunth & C.D.Bouché,Solanaceae,Species,3032640,821130-1,Species,Accepted,Solanaceae,,Solanum,,suaveolens,,,,Kunth & C.D.Bouché,,"Index Seminum (B, Berolinensis)", 1848: 14,(1848),Solanum suaveolens,Kunth & C.D.Bouché,3032640,,,,2936484,821130-1,,N,Solanum suaveolens,Solanum suaveolens Kunth & C.D.Bouché,821130-1,3032640,Solanum suaveolens Kunth & C.D.Bouché,Solanum suaveolens Kunth & C.D.Bouché,Solanum suaveolens Kunth & C.D.Bouché,S.,S. suaveolens,S. suaveolens Kunth & C.D.Bouché,S. suaveolens Kunth & C.D.Bouché,S. suaveolens Kunth & C.D.Bouché,1848
727412,821239-1,Solanum terminale,Solanum terminale Forssk.,Solanaceae,Species,3032687,821239-1,Species,Accepted,Solanaceae,,Solanum,,terminale,,,,Forssk.,,Fl. Aegypt.-Arab.,: 45,(1775),Solanum terminale,Forssk.,3032687,,,,2936484,821239-1,,N,Solanum terminale,Solanum terminale Forssk.,821239-1,3032687,Solanum terminale Forssk.,Solanum terminale Forssk.,Solanum terminale Forssk.,S.,S. terminale,S. terminale Forssk.,S. terminale Forssk.,S. terminale Forssk.,1775
725299,821245-1,Solanum tetrandrum,Solanum tetrandrum R.Br.,Solanaceae,Species,3032692,821245-1,Species,Accepted,Solanaceae,,Solanum,,tetrandrum,,,,R.Br.,,Prodr. Fl. Nov. Holland.,: 445,(1810),Solanum tetrandrum,R.Br.,3032692,,,,2936484,821245-1,,N,Solanum tetrandrum,Solanum tetrandrum R.Br.,821245-1,3032692,Solanum tetrandrum R.Br.,Solanum tetrandrum R.Br.,Solanum tetrandrum R.Br.,S.,S. tetrandrum,S. tetrandrum R.Br.,S. tetrandrum R.Br.,S. tetrandrum R.Br.,1810
728050,285301-2,Solanum tomentosum,Solanum tomentosum L.,Solanaceae,Species,3032704,285301-2,Species,Accepted,Solanaceae,,Solanum,,tomentosum,,,,L.,,Sp. Pl.,: 188,(1753),Solanum tomentosum,L.,3032704,,,,2936484,285301-2,,N,Solanum tomentosum,Solanum tomentosum L.,285301-2,3032704,Solanum tomentosum L.,Solanum tomentosum L.,Solanum tomentosum L.,S.,S. tomentosum,S. tomentosum L.,S. tomentosum L.,S. tomentosum L.,1753
723741,821363-1,Solanum umbellatum,Solanum umbellatum Mill.,Solanaceae,Species,3032753,821363-1,Species,Accepted,Solanaceae,,Solanum,,umbellatum,,,,Mill.,,"Gard. Dict., ed. 8.",: n.° 27,(1768),Solanum umbellatum,Mill.,3032753,,,,2936484,821363-1,,N,Solanum umbellatum,Solanum umbellatum Mill.,821363-1,3032753,Solanum umbellatum Mill.,Solanum umbellatum Mill.,Solanum umbellatum Mill.,S.,S. umbellatum,S. umbellatum Mill.,S. umbellatum Mill.,S. umbellatum Mill.,1768
728055,821365-1,Solanum umbelliferum,Solanum umbelliferum Eschsch.,Solanaceae,Species,3032754,821365-1,Species,Accepted,Solanaceae,,Solanum,,umbelliferum,,,,Eschsch.,,Mém. Acad. Imp. Sci. St. Pétersbourg Hist. Acad., 10: 283,(1826),Solanum umbelliferum,Eschsch.,3032754,,,,2936484,821365-1,,N,Solanum umbelliferum,Solanum umbelliferum Eschsch.,821365-1,3032754,Solanum umbelliferum Eschsch.,Solanum umbelliferum Eschsch.,Solanum umbelliferum Eschsch.,S.,S. umbelliferum,S. umbelliferum Eschsch.,S. umbelliferum Eschsch.,S. umbelliferum Eschsch.,1826
722500,330692-2,Solanum velleum,Solanum velleum Thunb.,Solanaceae,Species,3035421,330692-2,Species,Accepted,Solanaceae,,Solanum,,velleum,,,,Thunb.,,Pl. Bras., 2: 21,(1818),Solanum velleum,Thunb.,3035421,,,,2936484,330692-2,,N,Solanum velleum,Solanum velleum Thunb.,330692-2,3035421,Solanum velleum Thunb.,Solanum velleum Thunb.,Solanum velleum Thunb.,S.,S. velleum,S. velleum Thunb.,S. velleum Thunb.,S. velleum Thunb.,1818
725025,821438-1,Solanum venosum,Solanum venosum Humb. & Bonpl. ex Dunal,Solanaceae,Species,3032785,821438-1,Species,Accepted,Solanaceae,,Solanum,,venosum,,,,Humb. & Bonpl. ex Dunal,,Solan. Syn.,: 19,(1816),Solanum venosum,Humb. & Bonpl. ex Dunal,3032785,,,,2936484,821438-1,,N,Solanum venosum,Solanum venosum Humb. & Bonpl. ex Dunal,821438-1,3032785,Solanum venosum Humb. & Bonpl. ex Dunal,Solanum venosum Humb. & Bonpl. ex Dunal,Solanum venosum Humb. & Bonpl. ex Dunal,S.,S. venosum,S. venosum Humb. & Bonpl. ex Dunal,S. venosum Humb. & Bonpl. ex Dunal,S. venosum Humb. & Bonpl. ex Dunal,1816
726326,285344-2,Solanum villosum,Solanum villosum Mill.,Solanaceae,Species,2915961,285344-2,Species,Accepted,Solanaceae,,Solanum,,villosum,,,,Mill.,,"Gard. Dict., ed. 8.",: n.° 2,(1768),Solanum villosum,Mill.,2915961,,,,2936484,285344-2,,N,Solanum villosum,Solanum villosum Mill.,285344-2,2915961,Solanum villosum Mill.,Solanum villosum Mill.,Solanum villosum Mill.,S.,S. villosum,S. villosum Mill.,S. villosum Mill.,S. villosum Mill.,1768
724278,821485-1,Solanum violaceum,Solanum violaceum Ortega,Solanaceae,Species,3032806,821485-1,Species,Accepted,Solanaceae,,Solanum,,violaceum,,,,Ortega,,Nov. Pl. Descr. Dec.,: 56,(1798),Solanum violaceum,Ortega,3032806,,,,2936484,821485-1,,N,Solanum violaceum,Solanum violaceum Ortega,821485-1,3032806,Solanum violaceum Ortega,Solanum violaceum Ortega,Solanum violaceum Ortega,S.,S. violaceum,S. violaceum Ortega,S. violaceum Ortega,S. violaceum Ortega,1798
721813,77193443-1,Solanum viride,Solanum viride G.Forst. ex Biehler,Solanaceae,Species,3221533,77193443-1,Species,Accepted,Solanaceae,,Solanum,,viride,,,,G.Forst. ex Biehler,,Pl. Nov. Herb. Spreng.,: 14,(1807),Solanum viride,G.Forst. ex Biehler,3221533,,,,2936484,77193443-1,,N,Solanum viride,Solanum viride G.Forst. ex Biehler,77193443-1,3221533,Solanum viride G.Forst. ex Biehler,Solanum viride G.Forst. ex Biehler,Solanum viride G.Forst. ex Biehler,S.,S. viride,S. viride G.Forst. ex Biehler,S. viride G.Forst. ex Biehler,S. viride G.Forst. ex Biehler,1807
724835,821520-1,Solanum volubile,Solanum volubile Sw.,Solanaceae,Species,3032813,821520-1,Species,Accepted,Solanaceae,,Solanum,,volubile,,,,Sw.,,Fl. Ind. Occid., 1: 458,(1797),Solanum volubile,Sw.,3032813,,,,2936484,821520-1,,N,Solanum volubile,Solanum volubile Sw.,821520-1,3032813,Solanum volubile Sw.,Solanum volubile Sw.,Solanum volubile Sw.,S.,S. volubile,S. volubile Sw.,S. volubile Sw.,S. volubile Sw.,1797
441599,285347-2,Solidago altissima,Solidago altissima L.,Asteraceae,Species,2911026,285347-2,Species,Accepted,Asteraceae,,Solidago,,altissima,,,,L.,,Sp. Pl.,: 878,(1753),Solidago altissima,L.,2911026,,,,3133769,285347-2,,N,Solidago altissima,Solidago altissima L.,285347-2,2911026,Solidago altissima L.,Solidago altissima L.,Solidago altissima L.,S.,S. altissima,S. altissima L.,S. altissima L.,S. altissima L.,1753
440704,240218-2,Solidago elongata,Solidago elongata Nutt.,Asteraceae,Species,3101554,240218-2,Species,Accepted,Asteraceae,,Solidago,,elongata,,,,Nutt.,,Trans. Amer. Philos. Soc.,", n.s., 7: 327",(1840),Solidago elongata,Nutt.,3101554,,,,3133769,240218-2,,N,Solidago elongata,Solidago elongata Nutt.,240218-2,3101554,Solidago elongata Nutt.,Solidago elongata Nutt.,Solidago elongata Nutt.,S.,S. elongata,S. elongata Nutt.,S. elongata Nutt.,S. elongata Nutt.,1840
444916,249543-1,Solidago erecta,Solidago erecta Banks,Asteraceae,Species,3101442,249543-1,Species,Accepted,Asteraceae,,Solidago,,erecta,,,,Banks,F.T.Pursh,Fl. Amer. Sept., 2: 542,(1813),Solidago erecta,Banks,3101442,,,,3133769,249543-1,,N,Solidago erecta,Solidago erecta Banks,249543-1,3101442,Solidago erecta Banks,Solidago erecta Banks,Solidago erecta Banks,S.,S. erecta,S. erecta Banks,S. erecta Banks,S. erecta Banks,1813
444507,249571-1,Solidago gattingeri,Solidago gattingeri Chapm. ex A.Gray,Asteraceae,Species,3101283,249571-1,Species,Accepted,Asteraceae,,Solidago,,gattingeri,,,,Chapm. ex A.Gray,,Syn. Fl. N. Amer., 1(2): 156,(1884),Solidago gattingeri,Chapm. ex A.Gray,3101283,,,,3133769,249571-1,,N,Solidago gattingeri,Solidago gattingeri Chapm. ex A.Gray,249571-1,3101283,Solidago gattingeri Chapm. ex A.Gray,Solidago gattingeri Chapm. ex A.Gray,Solidago gattingeri Chapm. ex A.Gray,S.,S. gattingeri,S. gattingeri Chapm. ex A.Gray,S. gattingeri Chapm. ex A.Gray,S. gattingeri Chapm. ex A.Gray,1884
449766,249685-1,Solidago macrophylla,Solidago macrophylla Banks,Asteraceae,Species,3101573,249685-1,Species,Accepted,Asteraceae,,Solidago,,macrophylla,,,,Banks,F.T.Pursh,Fl. Amer. Sept., 2: 542,(1813),Solidago macrophylla,Banks,3101573,,,,3133769,249685-1,,N,Solidago macrophylla,Solidago macrophylla Banks,249685-1,3101573,Solidago macrophylla Banks,Solidago macrophylla Banks,Solidago macrophylla Banks,S.,S. macrophylla,S. macrophylla Banks,S. macrophylla Banks,S. macrophylla Banks,1813
446029,240340-2,Solidago mexicana,Solidago mexicana L.,Asteraceae,Species,3101585,240340-2,Species,Accepted,Asteraceae,,Solidago,,mexicana,,,,L.,,Sp. Pl.,: 879,(1753),Solidago mexicana,L.,3101585,,,,3133769,240340-2,,N,Solidago mexicana,Solidago mexicana L.,240340-2,3101585,Solidago mexicana L.,Solidago mexicana L.,Solidago mexicana L.,S.,S. mexicana,S. mexicana L.,S. mexicana L.,S. mexicana L.,1753
443814,249713-1,Solidago mollis,Solidago mollis Bartl.,Asteraceae,Species,3101622,249713-1,Species,Accepted,Asteraceae,,Solidago,,mollis,,,,Bartl.,,"Index Seminum (GOET, Gottingensis)", 1836: 5,(1836),Solidago mollis,Bartl.,3101622,,,,3133769,249713-1,,N,Solidago mollis,Solidago mollis Bartl.,249713-1,3101622,Solidago mollis Bartl.,Solidago mollis Bartl.,Solidago mollis Bartl.,S.,S. mollis,S. mollis Bartl.,S. mollis Bartl.,S. mollis Bartl.,1836
440614,249726-1,Solidago multiradiata,Solidago multiradiata Aiton,Asteraceae,Species,2929031,249726-1,Species,Accepted,Asteraceae,,Solidago,,multiradiata,,,,Aiton,,Hort. Kew., 3: 218,(1789),Solidago multiradiata,Aiton,2929031,,,,3133769,249726-1,,N,Solidago multiradiata,Solidago multiradiata Aiton,249726-1,2929031,Solidago multiradiata Aiton,Solidago multiradiata Aiton,Solidago multiradiata Aiton,S.,S. multiradiata,S. multiradiata Aiton,S. multiradiata Aiton,S. multiradiata Aiton,1789
441084,249781-1,Solidago petiolaris,Solidago petiolaris Aiton,Asteraceae,Species,3101686,249781-1,Species,Accepted,Asteraceae,,Solidago,,petiolaris,,,,Aiton,,Hort. Kew., 3: 216,(1789),Solidago petiolaris,Aiton,3101686,,,,3133769,249781-1,,N,Solidago petiolaris,Solidago petiolaris Aiton,249781-1,3101686,Solidago petiolaris Aiton,Solidago petiolaris Aiton,Solidago petiolaris Aiton,S.,S. petiolaris,S. petiolaris Aiton,S. petiolaris Aiton,S. petiolaris Aiton,1789
448142,314677-2,Solidago puberula,Solidago puberula Nutt.,Asteraceae,Species,3101707,314677-2,Species,Accepted,Asteraceae,,Solidago,,puberula,,,,Nutt.,,Gen. N. Amer. Pl., 2: 162,(1818),Solidago puberula,Nutt.,3101707,,,,3133769,314677-2,,N,Solidago puberula,Solidago puberula Nutt.,314677-2,3101707,Solidago puberula Nutt.,Solidago puberula Nutt.,Solidago puberula Nutt.,S.,S. puberula,S. puberula Nutt.,S. puberula Nutt.,S. puberula Nutt.,1818
553152,250146-1,Sonchus fruticosus,Sonchus fruticosus L.f.,Asteraceae,Species,3062565,250146-1,Species,Accepted,Asteraceae,,Sonchus,,fruticosus,,,,L.f.,,Suppl. Pl.,: 346,(1782),Sonchus fruticosus,L.f.,3062565,,,,3134215,250146-1,,N,Sonchus fruticosus,Sonchus fruticosus L.f.,250146-1,3062565,Sonchus fruticosus L.f.,Sonchus fruticosus L.f.,Sonchus fruticosus L.f.,S.,S. fruticosus,S. fruticosus L.f.,S. fruticosus L.f.,S. fruticosus L.f.,1782
555464,250152-1,Sonchus gigas,Sonchus gigas Boulos ex Humbert,Asteraceae,Species,3062567,250152-1,Species,Accepted,Asteraceae,,Sonchus,,gigas,,,,Boulos ex Humbert,,Fl. Madagasc., 189: 886,(1963),Sonchus gigas,Boulos ex Humbert,3062567,,,,3134215,250152-1,,N,Sonchus gigas,Sonchus gigas Boulos ex Humbert,250152-1,3062567,Sonchus gigas Boulos ex Humbert,Sonchus gigas Boulos ex Humbert,Sonchus gigas Boulos ex Humbert,S.,S. gigas,S. gigas Boulos ex Humbert,S. gigas Boulos ex Humbert,S. gigas Boulos ex Humbert,1963
555905,250244-1,Sonchus maritimus,Sonchus maritimus L.,Asteraceae,Species,3062630,250244-1,Species,Accepted,Asteraceae,,Sonchus,,maritimus,,,,L.,,"Syst. Nat., ed. 10.", 2: 1192,(1759),Sonchus maritimus,L.,3062630,,,,3134215,250244-1,,N,Sonchus maritimus,Sonchus maritimus L.,250244-1,3062630,Sonchus maritimus L.,Sonchus maritimus L.,Sonchus maritimus L.,S.,S. maritimus,S. maritimus L.,S. maritimus L.,S. maritimus L.,1759
551673,250247-1,Sonchus masguindalii,Sonchus masguindalii Pau & Font Quer,Asteraceae,Species,3062643,250247-1,Species,Accepted,Asteraceae,,Sonchus,,masguindalii,,,,Pau & Font Quer,,Exsicc. (Iter Marocc.), 1927: n.° 732,(1928),Sonchus masguindalii,Pau & Font Quer,3062643,,,,3134215,250247-1,,N,Sonchus masguindalii,Sonchus masguindalii Pau & Font Quer,250247-1,3062643,Sonchus masguindalii Pau & Font Quer,Sonchus masguindalii Pau & Font Quer,Sonchus masguindalii Pau & Font Quer,S.,S. masguindalii,S. masguindalii Pau & Font Quer,S. masguindalii Pau & Font Quer,S. masguindalii Pau & Font Quer,1928
552498,250258-1,Sonchus nanus,Sonchus nanus Sond. ex Harv.,Asteraceae,Species,3062660,250258-1,Species,Accepted,Asteraceae,,Sonchus,,nanus,,,,Sond. ex Harv.,,Fl. Cap., 3: 528,(1865),Sonchus nanus,Sond. ex Harv.,3062660,,,,3134215,250258-1,,N,Sonchus nanus,Sonchus nanus Sond. ex Harv.,250258-1,3062660,Sonchus nanus Sond. ex Harv.,Sonchus nanus Sond. ex Harv.,Sonchus nanus Sond. ex Harv.,S.,S. nanus,S. nanus Sond. ex Harv.,S. nanus Sond. ex Harv.,S. nanus Sond. ex Harv.,1865
557564,250373-1,Sonchus tenerrimus,Sonchus tenerrimus L.,Asteraceae,Species,3062724,250373-1,Species,Accepted,Asteraceae,,Sonchus,,tenerrimus,,,,L.,,Sp. Pl.,: 794,(1753),Sonchus tenerrimus,L.,3062724,,,,3134215,250373-1,,N,Sonchus tenerrimus,Sonchus tenerrimus L.,250373-1,3062724,Sonchus tenerrimus L.,Sonchus tenerrimus L.,Sonchus tenerrimus L.,S.,S. tenerrimus,S. tenerrimus L.,S. tenerrimus L.,S. tenerrimus L.,1753
632290,575693-1,Sonerila affinis,Sonerila affinis Arn.,Melastomataceae,Species,3022095,575693-1,Species,Accepted,Melastomataceae,,Sonerila,,affinis,,,,Arn.,,Compan. Bot. Mag., 2: 307,(1837),Sonerila affinis,Arn.,3022095,,,,3030731,575693-1,,N,Sonerila affinis,Sonerila affinis Arn.,575693-1,3022095,Sonerila affinis Arn.,Sonerila affinis Arn.,Sonerila affinis Arn.,S.,S. affinis,S. affinis Arn.,S. affinis Arn.,S. affinis Arn.,1837
632264,575697-1,Sonerila amabilis,Sonerila amabilis Kurz,Melastomataceae,Species,3223873,575697-1,Species,Accepted,Melastomataceae,,Sonerila,,amabilis,,,,Kurz,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.", 40: 53,(1871),Sonerila amabilis,Kurz,3223873,,,,3030731,575697-1,,N,Sonerila amabilis,Sonerila amabilis Kurz,575697-1,3223873,Sonerila amabilis Kurz,Sonerila amabilis Kurz,Sonerila amabilis Kurz,S.,S. amabilis,S. amabilis Kurz,S. amabilis Kurz,S. amabilis Kurz,1871
633796,575752-1,Sonerila elegans,Sonerila elegans Wight,Melastomataceae,Species,3022135,575752-1,Species,Accepted,Melastomataceae,,Sonerila,,elegans,,,,Wight,,Spicil. Neilgherr., 1: 57,(1847),Sonerila elegans,Wight,3022135,,,,3030731,575752-1,,N,Sonerila elegans,Sonerila elegans Wight,575752-1,3022135,Sonerila elegans Wight,Sonerila elegans Wight,Sonerila elegans Wight,S.,S. elegans,S. elegans Wight,S. elegans Wight,S. elegans Wight,1847
625825,554265-1,Sonneratia alba,Sonneratia alba Sm.,Lythraceae,Species,2595164,554265-1,Species,Accepted,Lythraceae,,Sonneratia,,alba,,,,Sm.,A.Rees,Cycl., 33: n.° 2,(1816),Sonneratia alba,Sm.,2595164,,,,2595162,554265-1,,N,Sonneratia alba,Sonneratia alba Sm.,554265-1,2595164,Sonneratia alba Sm.,Sonneratia alba Sm.,Sonneratia alba Sm.,S.,S. alba,S. alba Sm.,S. alba Sm.,S. alba Sm.,1816
762117,518887-1,Sophora microphylla,Sophora microphylla Aiton,Fabaceae,Species,2597474,518887-1,Species,Accepted,Fabaceae,,Sophora,,microphylla,,,,Aiton,,Hort. Kew., 2: 43,(1789),Sophora microphylla,Aiton,2597474,,,,2597446,518887-1,,Y,Sophora microphylla,Sophora microphylla Aiton,518887-1,2597474,Sophora microphylla Aiton,Sophora microphylla Aiton,Sophora microphylla Aiton,S.,S. microphylla,S. microphylla Aiton,S. microphylla Aiton,S. microphylla Aiton,1789
