,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,publication_year,taxon_names_with_authors,taxon_names_with_paranthet_authors,taxon_names_with_primary_author,abbreviated_genus,sp_binomial_with_abbreviated_genus,sp_binomial_with_abbreviated_genus_with_authors,sp_binomial_with_abbreviated_genus_with_paranthet_authors,sp_binomial_with_abbreviated_genus_with_primary_author
266600,502642-1,Lessertia excisa,Lessertia excisa (Thunb.) DC.,Fabaceae,Species,2346371,502642-1,Species,Accepted,Fabaceae,,Lessertia,,excisa,,,Thunb.,DC.,,Prodr., 2: 272,(1825),Lessertia excisa,(Thunb.) DC.,2346371,2732096,,,2345713,502642-1,,Y,Lessertia excisa,Lessertia excisa (Thunb.) DC.,502642-1,2346371,1825,Lessertia excisa (Thunb.) DC.,Lessertia excisa Thunb. DC.,Lessertia excisa DC.,L.,L. excisa,L. excisa (Thunb.) DC.,L. excisa Thunb. DC.,L. excisa DC.
746517,502657-1,Lessertia macrostachya,Lessertia macrostachya DC.,Fabaceae,Species,2346357,502657-1,Species,Accepted,Fabaceae,,Lessertia,,macrostachya,,,,DC.,,Ann. Sci. Nat. (Paris), 4: 100,(1825),Lessertia macrostachya,DC.,2346357,,,,2345713,502657-1,,Y,Lessertia macrostachya,Lessertia macrostachya DC.,502657-1,2346357,1825,Lessertia macrostachya DC.,Lessertia macrostachya DC.,Lessertia macrostachya DC.,L.,L. macrostachya,L. macrostachya DC.,L. macrostachya DC.,L. macrostachya DC.
415236,704928-1,Leucadendron salignum,Leucadendron salignum P.J.Bergius,Proteaceae,Species,2492570,704928-1,Species,Accepted,Proteaceae,,Leucadendron,,salignum,,,,P.J.Bergius,,Kongl. Vetensk. Acad. Handl., 1766: 323,(1766),Leucadendron salignum,P.J.Bergius,2492570,,,,3012403,704928-1,,N,Leucadendron salignum,Leucadendron salignum P.J.Bergius,704928-1,2492570,1766,Leucadendron salignum P.J.Bergius,Leucadendron salignum P.J.Bergius,Leucadendron salignum P.J.Bergius,L.,L. salignum,L. salignum P.J.Bergius,L. salignum P.J.Bergius,L. salignum P.J.Bergius
294197,229968-1,Leucanthemum atratum,Leucanthemum atratum (Jacq.) DC.,Asteraceae,Species,3112578,229968-1,Species,Accepted,Asteraceae,,Leucanthemum,,atratum,,,Jacq.,DC.,,Prodr., 6: 48,(1838),Leucanthemum atratum,(Jacq.) DC.,3112578,3112570,,,3133918,229968-1,,N,Leucanthemum atratum,Leucanthemum atratum (Jacq.) DC.,229968-1,3112578,1838,Leucanthemum atratum (Jacq.) DC.,Leucanthemum atratum Jacq. DC.,Leucanthemum atratum DC.,L.,L. atratum,L. atratum (Jacq.) DC.,L. atratum Jacq. DC.,L. atratum DC.
68800,230016-1,Leucanthemum heterophyllum,Leucanthemum heterophyllum (Willd.) DC.,Asteraceae,Species,3112261,230016-1,Species,Accepted,Asteraceae,,Leucanthemum,,heterophyllum,,,Willd.,DC.,,Prodr., 6: 47,(1838),Leucanthemum heterophyllum,(Willd.) DC.,3112261,3112641,,,3133918,230016-1,,N,Leucanthemum heterophyllum,Leucanthemum heterophyllum (Willd.) DC.,230016-1,3112261,1838,Leucanthemum heterophyllum (Willd.) DC.,Leucanthemum heterophyllum Willd. DC.,Leucanthemum heterophyllum DC.,L.,L. heterophyllum,L. heterophyllum (Willd.) DC.,L. heterophyllum Willd. DC.,L. heterophyllum DC.
744782,449377-1,Leucas helianthemifolia,Leucas helianthemifolia Desf.,Lamiaceae,Species,111727,449377-1,Species,Accepted,Lamiaceae,,Leucas,,helianthemifolia,,,,Desf.,,Mém. Mus. Hist. Nat., 11: 2,(1824),Leucas helianthemifolia,Desf.,111727,,,,111610,449377-1,,Y,Leucas helianthemifolia,Leucas helianthemifolia Desf.,449377-1,111727,1824,Leucas helianthemifolia Desf.,Leucas helianthemifolia Desf.,Leucas helianthemifolia Desf.,L.,L. helianthemifolia,L. helianthemifolia Desf.,L. helianthemifolia Desf.,L. helianthemifolia Desf.
744260,449400-1,Leucas lamiifolia,Leucas lamiifolia Desf.,Lamiaceae,Species,111751,449400-1,Species,Accepted,Lamiaceae,,Leucas,,lamiifolia,,,,Desf.,,Mém. Mus. Hist. Nat., 11: 4,(1824),Leucas lamiifolia,Desf.,111751,,,,111610,449400-1,,Y,Leucas lamiifolia,Leucas lamiifolia Desf.,449400-1,111751,1824,Leucas lamiifolia Desf.,Leucas lamiifolia Desf.,Leucas lamiifolia Desf.,L.,L. lamiifolia,L. lamiifolia Desf.,L. lamiifolia Desf.,L. lamiifolia Desf.
744261,449404-1,Leucas lanata,Leucas lanata Benth.,Lamiaceae,Species,111756,449404-1,Species,Accepted,Lamiaceae,,Leucas,,lanata,,,,Benth.,N.Wallich,Pl. Asiat. Rar., 1: 61,(1830),Leucas lanata,Benth.,111756,,,,111610,449404-1,,Y,Leucas lanata,Leucas lanata Benth.,449404-1,111756,1830,Leucas lanata Benth.,Leucas lanata Benth.,Leucas lanata Benth.,L.,L. lanata,L. lanata Benth.,L. lanata Benth.,L. lanata Benth.
746215,449477-1,Leucas pubescens,Leucas pubescens Benth.,Lamiaceae,Species,111864,449477-1,Species,Accepted,Lamiaceae,,Leucas,,pubescens,,,,Benth.,,Labiat. Gen. Spec.,: 610,(1834),Leucas pubescens,Benth.,111864,,,,111610,449477-1,,Y,Leucas pubescens,Leucas pubescens Benth.,449477-1,111864,1834,Leucas pubescens Benth.,Leucas pubescens Benth.,Leucas pubescens Benth.,L.,L. pubescens,L. pubescens Benth.,L. pubescens Benth.,L. pubescens Benth.
743475,449504-1,Leucas stricta,Leucas stricta Benth.,Lamiaceae,Species,111894,449504-1,Species,Accepted,Lamiaceae,,Leucas,,stricta,,,,Benth.,N.Wallich,Pl. Asiat. Rar., 1: 61,(1830),Leucas stricta,Benth.,111894,,,,111610,449504-1,,Y,Leucas stricta,Leucas stricta Benth.,449504-1,111894,1830,Leucas stricta Benth.,Leucas stricta Benth.,Leucas stricta Benth.,L.,L. stricta,L. stricta Benth.,L. stricta Benth.,L. stricta Benth.
441080,230162-1,Leucheria hieracioides,Leucheria hieracioides Cass.,Asteraceae,Species,3037962,230162-1,Species,Accepted,Asteraceae,,Leucheria,,hieracioides,,,,Cass.,G.-F.Cuvier,"Dict. Sci. Nat., ed. 2.", 55: 392,(1828),Leucheria hieracioides,Cass.,3037962,,,,3134468,230162-1,,N,Leucheria hieracioides,Leucheria hieracioides Cass.,230162-1,3037962,1828,Leucheria hieracioides Cass.,Leucheria hieracioides Cass.,Leucheria hieracioides Cass.,L.,L. hieracioides,L. hieracioides Cass.,L. hieracioides Cass.,L. hieracioides Cass.
61061,139045-2,Leucheria integrifolia,Leucheria integrifolia (Phil.) Crisci,Asteraceae,Species,3037983,139045-2,Species,Accepted,Asteraceae,,Leucheria,,integrifolia,,,Phil.,Crisci,,Darwiniana, 16: 628,(1971),Leucheria integrifolia,(Phil.) Crisci,3037983,3037579,,,3134468,139045-2,,N,Leucheria integrifolia,Leucheria integrifolia (Phil.) Crisci,139045-2,3037983,1971,Leucheria integrifolia (Phil.) Crisci,Leucheria integrifolia Phil. Crisci,Leucheria integrifolia Crisci,L.,L. integrifolia,L. integrifolia (Phil.) Crisci,L. integrifolia Phil. Crisci,L. integrifolia Crisci
446434,230201-1,Leucheria rosea,Leucheria rosea Less.,Asteraceae,Species,3038023,230201-1,Species,Accepted,Asteraceae,,Leucheria,,rosea,,,,Less.,,Syn. Gen. Compos.,: 402,(1832),Leucheria rosea,Less.,3038023,,,,3134468,230201-1,,N,Leucheria rosea,Leucheria rosea Less.,230201-1,3038023,1832,Leucheria rosea Less.,Leucheria rosea Less.,Leucheria rosea Less.,L.,L. rosea,L. rosea Less.,L. rosea Less.,L. rosea Less.
446130,350884-1,Leucocroton revolutus,Leucocroton revolutus C.Wright,Euphorbiaceae,Species,111979,350884-1,Species,Accepted,Euphorbiaceae,,Leucocroton,,revolutus,,,,C.Wright,,Anales Acad. Ci. Méd. Habana, 7: 154,(1870),Leucocroton revolutus,C.Wright,111979,,,,111951,350884-1,,Y,Leucocroton revolutus,Leucocroton revolutus C.Wright,350884-1,111979,1870,Leucocroton revolutus C.Wright,Leucocroton revolutus C.Wright,Leucocroton revolutus C.Wright,L.,L. revolutus,L. revolutus C.Wright,L. revolutus C.Wright,L. revolutus C.Wright
609555,325242-1,Leucopogon apiculatus,Leucopogon apiculatus R.Br.,Ericaceae,Species,2339703,325242-1,Species,Accepted,Ericaceae,,Leucopogon,,apiculatus,,,,R.Br.,,Prodr. Fl. Nov. Holland.,: 542,(1810),Leucopogon apiculatus,R.Br.,2339703,,,,2339630,325242-1,,N,Leucopogon apiculatus,Leucopogon apiculatus R.Br.,325242-1,2339703,1810,Leucopogon apiculatus R.Br.,Leucopogon apiculatus R.Br.,Leucopogon apiculatus R.Br.,L.,L. apiculatus,L. apiculatus R.Br.,L. apiculatus R.Br.,L. apiculatus R.Br.
604276,325248-1,Leucopogon assimilis,Leucopogon assimilis R.Br.,Ericaceae,Species,2339709,325248-1,Species,Accepted,Ericaceae,,Leucopogon,,assimilis,,,,R.Br.,,Prodr. Fl. Nov. Holland.,: 545,(1810),Leucopogon assimilis,R.Br.,2339709,,,,2339630,325248-1,,N,Leucopogon assimilis,Leucopogon assimilis R.Br.,325248-1,2339709,1810,Leucopogon assimilis R.Br.,Leucopogon assimilis R.Br.,Leucopogon assimilis R.Br.,L.,L. assimilis,L. assimilis R.Br.,L. assimilis R.Br.,L. assimilis R.Br.
267946,325396-1,Leucopogon obovatus,Leucopogon obovatus (Labill.) R.Br.,Ericaceae,Species,2339325,325396-1,Species,Accepted,Ericaceae,,Leucopogon,,obovatus,,,Labill.,R.Br.,,Prodr. Fl. Nov. Holland.,: 542,(1810),Leucopogon obovatus,(Labill.) R.Br.,2339325,2593161,,,2339630,325396-1,,N,Leucopogon obovatus,Leucopogon obovatus (Labill.) R.Br.,325396-1,2339325,1810,Leucopogon obovatus (Labill.) R.Br.,Leucopogon obovatus Labill. R.Br.,Leucopogon obovatus R.Br.,L.,L. obovatus,L. obovatus (Labill.) R.Br.,L. obovatus Labill. R.Br.,L. obovatus R.Br.
610736,325399-1,Leucopogon obtusatus,Leucopogon obtusatus Sond.,Ericaceae,Species,2339209,325399-1,Species,Accepted,Ericaceae,,Leucopogon,,obtusatus,,,,Sond.,J.G.C.Lehmann,Pl. Preiss., 1: 313,(1845),Leucopogon obtusatus,Sond.,2339209,,,,2339630,325399-1,,N,Leucopogon obtusatus,Leucopogon obtusatus Sond.,325399-1,2339209,1845,Leucopogon obtusatus Sond.,Leucopogon obtusatus Sond.,Leucopogon obtusatus Sond.,L.,L. obtusatus,L. obtusatus Sond.,L. obtusatus Sond.,L. obtusatus Sond.
485779,704991-1,Leucospermum bolusii,Leucospermum bolusii Gand.,Proteaceae,Species,2492347,704991-1,Species,Accepted,Proteaceae,,Leucospermum,,bolusii,,,,Gand.,,Bull. Soc. Bot. France, 48: xcv,(1901),Leucospermum bolusii,Gand.,2492347,,,,2492342,704991-1,,N,Leucospermum bolusii,Leucospermum bolusii Gand.,704991-1,2492347,1901,Leucospermum bolusii Gand.,Leucospermum bolusii Gand.,Leucospermum bolusii Gand.,L.,L. bolusii,L. bolusii Gand.,L. bolusii Gand.,L. bolusii Gand.
182482,407332-1,Leymus latiglumis,Leymus latiglumis Tzvelev,Poaceae,Species,422607,407332-1,Species,Accepted,Poaceae,,Leymus,,latiglumis,,,,Tzvelev,,Novosti Sist. Vyssh. Rast., 9: 62,(1972),Leymus latiglumis,Tzvelev,422607,411311,Nikif.,,422547,407332-1,,Y,Leymus latiglumis,Leymus latiglumis Tzvelev,407332-1,422607,1972,Leymus latiglumis Tzvelev,Leymus latiglumis Tzvelev,Leymus latiglumis Tzvelev,L.,L. latiglumis,L. latiglumis Tzvelev,L. latiglumis Tzvelev,L. latiglumis Tzvelev
29664,439850-1,Libertia grandiflora,Libertia grandiflora (R.Br.) Sweet,Iridaceae,Species,323170,439850-1,Species,Accepted,Iridaceae,,Libertia,,grandiflora,,,R.Br.,Sweet,,Hort. Brit.,", ed. 2: 498",(1830),Libertia grandiflora,(R.Br.) Sweet,323170,324529,,,323217,439850-1,,Y,Libertia grandiflora,Libertia grandiflora (R.Br.) Sweet,439850-1,323170,1830,Libertia grandiflora (R.Br.) Sweet,Libertia grandiflora R.Br. Sweet,Libertia grandiflora Sweet,L.,L. grandiflora,L. grandiflora (R.Br.) Sweet,L. grandiflora R.Br. Sweet,L. grandiflora Sweet
331084,439853-1,Libertia ixioides,Libertia ixioides (G.Forst.) Spreng.,Iridaceae,Species,323124,439853-1,Species,Accepted,Iridaceae,,Libertia,,ixioides,,,G.Forst.,Spreng.,,"Syst. Veg., ed. 16.", 1: 168,(1824),Libertia ixioides,(G.Forst.) Spreng.,323124,325139,,,323217,439853-1,,Y,Libertia ixioides,Libertia ixioides (G.Forst.) Spreng.,439853-1,323124,1824,Libertia ixioides (G.Forst.) Spreng.,Libertia ixioides G.Forst. Spreng.,Libertia ixioides Spreng.,L.,L. ixioides,L. ixioides (G.Forst.) Spreng.,L. ixioides G.Forst. Spreng.,L. ixioides Spreng.
595190,139700-2,Licania affinis,Licania affinis Fritsch,Chrysobalanaceae,Species,353935,139700-2,Species,Accepted,Chrysobalanaceae,,Licania,,affinis,,,,Fritsch,,Ann. K. K. Naturhist. Hofmus., 4: 50,(1889),Licania affinis,Fritsch,353935,,,,352408,139700-2,,Y,Licania affinis,Licania affinis Fritsch,139700-2,353935,1889,Licania affinis Fritsch,Licania affinis Fritsch,Licania affinis Fritsch,L.,L. affinis,L. affinis Fritsch,L. affinis Fritsch,L. affinis Fritsch
593526,726112-1,Licania pallida,Licania pallida (Hook.f.) Spruce ex Sagot,Chrysobalanaceae,Species,354021,726112-1,Species,Accepted,Chrysobalanaceae,,Licania,,pallida,,,Hook.f.,Spruce ex Sagot,C.F.P.von Martius & auct. suc. (eds.),Fl. Bras., 14(2): 18,(1867),Licania pallida,(Hook.f.) Spruce ex Sagot,354021,358130,,,352408,726112-1,,Y,Licania pallida,Licania pallida (Hook.f.) Spruce ex Sagot,726112-1,354021,1867,Licania pallida (Hook.f.) Spruce ex Sagot,Licania pallida Hook.f. Spruce ex Sagot,Licania pallida Spruce ex Sagot,L.,L. pallida,L. pallida (Hook.f.) Spruce ex Sagot,L. pallida Hook.f. Spruce ex Sagot,L. pallida Spruce ex Sagot
599999,726118-1,Licania parviflora,Licania parviflora Benth.,Chrysobalanaceae,Species,354015,726118-1,Species,Accepted,Chrysobalanaceae,,Licania,,parviflora,,,,Benth.,,J. Bot. (Hooker), 2: 221,(1840),Licania parviflora,Benth.,354015,,,,352408,726118-1,,Y,Licania parviflora,Licania parviflora Benth.,726118-1,354015,1840,Licania parviflora Benth.,Licania parviflora Benth.,Licania parviflora Benth.,L.,L. parviflora,L. parviflora Benth.,L. parviflora Benth.,L. parviflora Benth.
436891,230752-1,Ligularia heterophylla,Ligularia heterophylla Rupr.,Asteraceae,Species,3077285,230752-1,Species,Accepted,Asteraceae,,Ligularia,,heterophylla,,,,Rupr.,F.von der Osten-Saken,Sert. Tiansch.,: 53,(1869),Ligularia heterophylla,Rupr.,3077285,,,,3134203,230752-1,,N,Ligularia heterophylla,Ligularia heterophylla Rupr.,230752-1,3077285,1869,Ligularia heterophylla Rupr.,Ligularia heterophylla Rupr.,Ligularia heterophylla Rupr.,L.,L. heterophylla,L. heterophylla Rupr.,L. heterophylla Rupr.,L. heterophylla Rupr.
182139,230828-1,Ligularia potaninii,Ligularia potaninii (C.Winkl.) Y.Ling,Asteraceae,Species,3077468,230828-1,Species,Accepted,Asteraceae,,Ligularia,,potaninii,,,C.Winkl.,Y.Ling,,Contr. Inst. Bot. Natl. Acad. Peiping, 5: 4,(1937),Ligularia potaninii,(C.Winkl.) Y.Ling,3077468,3077467,,,3134203,230828-1,,N,Ligularia potaninii,Ligularia potaninii (C.Winkl.) Y.Ling,230828-1,3077468,1937,Ligularia potaninii (C.Winkl.) Y.Ling,Ligularia potaninii C.Winkl. Y.Ling,Ligularia potaninii Y.Ling,L.,L. potaninii,L. potaninii (C.Winkl.) Y.Ling,L. potaninii C.Winkl. Y.Ling,L. potaninii Y.Ling
481943,844455-1,Ligusticum ferulaceum,Ligusticum ferulaceum All.,Apiaceae,Species,2344177,844455-1,Species,Accepted,Apiaceae,,Ligusticum,,ferulaceum,,,,All.,,Auct. Syn. Meth. Stirp. Hort. Regii Taur.,: 28,(1773),Ligusticum ferulaceum,All.,2344177,,,,2341483,844455-1,,N,Ligusticum ferulaceum,Ligusticum ferulaceum All.,844455-1,2344177,1773,Ligusticum ferulaceum All.,Ligusticum ferulaceum All.,Ligusticum ferulaceum All.,L.,L. ferulaceum,L. ferulaceum All.,L. ferulaceum All.,L. ferulaceum All.
604171,77131217-1,Ligustrum ibota,Ligustrum ibota Siebold,Oleaceae,Species,354204,77131217-1,Species,Accepted,Oleaceae,,Ligustrum,,ibota,,,,Siebold,,Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss., 4(3): 167,(1846),Ligustrum ibota,Siebold,354204,,,,353092,77131217-1,,Y,Ligustrum ibota,Ligustrum ibota Siebold,77131217-1,354204,1846,Ligustrum ibota Siebold,Ligustrum ibota Siebold,Ligustrum ibota Siebold,L.,L. ibota,L. ibota Siebold,L. ibota Siebold,L. ibota Siebold
296811,610096-1,Ligustrum sempervirens,Ligustrum sempervirens (Franch.) Lingelsh.,Oleaceae,Species,353845,610096-1,Species,Accepted,Oleaceae,,Ligustrum,,sempervirens,,,Franch.,Lingelsh.,H.G.A.Engler (ed.),Pflanzenr.,", IV, 243 II: 95",(1920),Ligustrum sempervirens,(Franch.) Lingelsh.,353845,356286,,,353092,610096-1,,Y,Ligustrum sempervirens,Ligustrum sempervirens (Franch.) Lingelsh.,610096-1,353845,1920,Ligustrum sempervirens (Franch.) Lingelsh.,Ligustrum sempervirens Franch. Lingelsh.,Ligustrum sempervirens Lingelsh.,L.,L. sempervirens,L. sempervirens (Franch.) Lingelsh.,L. sempervirens Franch. Lingelsh.,L. sempervirens Lingelsh.
659940,60447947-2,Lilium brownii,Lilium brownii Lemoinier,Liliaceae,Species,280724,60447947-2,Species,Accepted,Liliaceae,,Lilium,,brownii,,,,Lemoinier,,Ann. Soc. Hort. Dép. N., 13: 7,(1841),Lilium brownii,Lemoinier,280724,,,,280381,60447947-2,,Y,Lilium brownii,Lilium brownii Lemoinier,60447947-2,280724,1841,Lilium brownii Lemoinier,Lilium brownii Lemoinier,Lilium brownii Lemoinier,L.,L. brownii,L. brownii Lemoinier,L. brownii Lemoinier,L. brownii Lemoinier
663308,537515-1,Lilium carniolicum,Lilium carniolicum Bernh. ex W.D.J.Koch,Liliaceae,Species,280679,537515-1,Species,Accepted,Liliaceae,,Lilium,,carniolicum,,,,Bernh. ex W.D.J.Koch,,Syn. Fl. Germ. Helv.,: 708,(1837),Lilium carniolicum,Bernh. ex W.D.J.Koch,280679,,,,280381,537515-1,,Y,Lilium carniolicum,Lilium carniolicum Bernh. ex W.D.J.Koch,537515-1,280679,1837,Lilium carniolicum Bernh. ex W.D.J.Koch,Lilium carniolicum Bernh. ex W.D.J.Koch,Lilium carniolicum Bernh. ex W.D.J.Koch,L.,L. carniolicum,L. carniolicum Bernh. ex W.D.J.Koch,L. carniolicum Bernh. ex W.D.J.Koch,L. carniolicum Bernh. ex W.D.J.Koch
661989,537520-1,Lilium catesbaei,Lilium catesbaei Walter,Liliaceae,Species,280695,537520-1,Species,Accepted,Liliaceae,,Lilium,,catesbaei,,,,Walter,,Fl. Carol.,: 123,(1788),Lilium catesbaei,Walter,280695,,,,280381,537520-1,,Y,Lilium catesbaei,Lilium catesbaei Walter,537520-1,280695,1788,Lilium catesbaei Walter,Lilium catesbaei Walter,Lilium catesbaei Walter,L.,L. catesbaei,L. catesbaei Walter,L. catesbaei Walter,L. catesbaei Walter
663928,537642-1,Lilium longiflorum,Lilium longiflorum Thunb.,Liliaceae,Species,280023,537642-1,Species,Accepted,Liliaceae,,Lilium,,longiflorum,,,,Thunb.,,Trans. Linn. Soc. London, 2: 333,(1794),Lilium longiflorum,Thunb.,280023,,,,280381,537642-1,,Y,Lilium longiflorum,Lilium longiflorum Thunb.,537642-1,280023,1794,Lilium longiflorum Thunb.,Lilium longiflorum Thunb.,Lilium longiflorum Thunb.,L.,L. longiflorum,L. longiflorum Thunb.,L. longiflorum Thunb.,L. longiflorum Thunb.
662701,537687-1,Lilium nepalense,Lilium nepalense D.Don,Liliaceae,Species,280034,537687-1,Species,Accepted,Liliaceae,,Lilium,,nepalense,,,,D.Don,,Mem. Wern. Nat. Hist. Soc., 3: 412,(1821),Lilium nepalense,D.Don,280034,,,,280381,537687-1,,Y,Lilium nepalense,Lilium nepalense D.Don,537687-1,280034,1821,Lilium nepalense D.Don,Lilium nepalense D.Don,Lilium nepalense D.Don,L.,L. nepalense,L. nepalense D.Don,L. nepalense D.Don,L. nepalense D.Don
662379,537809-1,Lilium superbum,Lilium superbum L.,Liliaceae,Species,280253,537809-1,Species,Accepted,Liliaceae,,Lilium,,superbum,,,,L.,,"Sp. Pl., ed. 2.",: 434,(1762),Lilium superbum,L.,280253,,,,280381,537809-1,,Y,Lilium superbum,Lilium superbum L.,537809-1,280253,1762,Lilium superbum L.,Lilium superbum L.,Lilium superbum L.,L.,L. superbum,L. superbum L.,L. superbum L.,L. superbum L.
367154,804285-1,Limnophila aquatica,Limnophila aquatica (Roxb.) Alston,Plantaginaceae,Species,2497690,804285-1,Species,Accepted,Plantaginaceae,,Limnophila,,aquatica,,,Roxb.,Alston,,Ann. Roy. Bot. Gard. (Peradeniya), 11: 205,(1929),Limnophila aquatica,(Roxb.) Alston,2497690,2752972,,,2497673,804285-1,,N,Limnophila aquatica,Limnophila aquatica (Roxb.) Alston,804285-1,2497690,1929,Limnophila aquatica (Roxb.) Alston,Limnophila aquatica Roxb. Alston,Limnophila aquatica Alston,L.,L. aquatica,L. aquatica (Roxb.) Alston,L. aquatica Roxb. Alston,L. aquatica Alston
684411,896535-1,Limonium castellonense,Limonium castellonense Erben,Plumbaginaceae,Species,2495302,896535-1,Species,Accepted,Plumbaginaceae,,Limonium,,castellonense,,,,Erben,,Mitt. Bot. Staatssamml. München, 16: 552,(1980),Limonium castellonense,Erben,2495302,,,,2495446,896535-1,,N,Limonium castellonense,Limonium castellonense Erben,896535-1,2495302,1980,Limonium castellonense Erben,Limonium castellonense Erben,Limonium castellonense Erben,L.,L. castellonense,L. castellonense Erben,L. castellonense Erben,L. castellonense Erben
236311,686730-1,Limonium densiflorum,Limonium densiflorum (Guss.) Kuntze,Plumbaginaceae,Species,2495373,686730-1,Species,Accepted,Plumbaginaceae,,Limonium,,densiflorum,,,Guss.,Kuntze,,Revis. Gen. Pl., 2: 395,(1891),Limonium densiflorum,(Guss.) Kuntze,2495373,2599459,,,2495446,686730-1,,N,Limonium densiflorum,Limonium densiflorum (Guss.) Kuntze,686730-1,2495373,1891,Limonium densiflorum (Guss.) Kuntze,Limonium densiflorum Guss. Kuntze,Limonium densiflorum Kuntze,L.,L. densiflorum,L. densiflorum (Guss.) Kuntze,L. densiflorum Guss. Kuntze,L. densiflorum Kuntze
293886,686748-1,Limonium dubium,Limonium dubium (Andrews ex Guss.) Litard.,Plumbaginaceae,Species,2495387,686748-1,Species,Accepted,Plumbaginaceae,,Limonium,,dubium,,,Andrews ex Guss.,Litard.,,Candollea, 11: 212,(1948),Limonium dubium,(Andrews ex Guss.) Litard.,2495387,2599826,,,2495446,686748-1,,N,Limonium dubium,Limonium dubium (Andrews ex Guss.) Litard.,686748-1,2495387,1948,Limonium dubium (Andrews ex Guss.) Litard.,Limonium dubium Andrews ex Guss. Litard.,Limonium dubium Litard.,L.,L. dubium,L. dubium (Andrews ex Guss.) Litard.,L. dubium Andrews ex Guss. Litard.,L. dubium Litard.
681269,687007-1,Limonium teretifolium,Limonium teretifolium L.Bolus,Plumbaginaceae,Species,2494770,687007-1,Species,Accepted,Plumbaginaceae,,Limonium,,teretifolium,,,,L.Bolus,,S. African Gard., 24: 124,(1934),Limonium teretifolium,L.Bolus,2494770,,,,2495446,687007-1,,N,Limonium teretifolium,Limonium teretifolium L.Bolus,687007-1,2494770,1934,Limonium teretifolium L.Bolus,Limonium teretifolium L.Bolus,Limonium teretifolium L.Bolus,L.,L. teretifolium,L. teretifolium L.Bolus,L. teretifolium L.Bolus,L. teretifolium L.Bolus
524124,804589-1,Linaria elegans,Linaria elegans Cav.,Plantaginaceae,Species,2499451,804589-1,Species,Accepted,Plantaginaceae,,Linaria,,elegans,,,,Cav.,,Descr. Pl.,: 338,(1802),Linaria elegans,Cav.,2499451,,,,2498088,804589-1,,N,Linaria elegans,Linaria elegans Cav.,804589-1,2499451,1802,Linaria elegans Cav.,Linaria elegans Cav.,Linaria elegans Cav.,L.,L. elegans,L. elegans Cav.,L. elegans Cav.,L. elegans Cav.
333390,325777-2,Linaria vulgaris,Linaria vulgaris Mill.,Plantaginaceae,Species,2498895,325777-2,Species,Accepted,Plantaginaceae,,Linaria,,vulgaris,,,,Mill.,,"Gard. Dict., ed. 8.",: n.° 1,(1768),Linaria vulgaris,Mill.,2498895,2642705,L.,,2498088,325777-2,,N,Linaria vulgaris,Linaria vulgaris Mill.,325777-2,2498895,1768,Linaria vulgaris Mill.,Linaria vulgaris Mill.,Linaria vulgaris Mill.,L.,L. vulgaris,L. vulgaris Mill.,L. vulgaris Mill.,L. vulgaris Mill.
110938,465337-1,Lindera caudata,Lindera caudata (Nees) Hook.f.,Lauraceae,Species,2933327,465337-1,Species,Accepted,Lauraceae,,Lindera,,caudata,,,Nees,Hook.f.,,Fl. Brit. India, 5: 184,(1886),Lindera caudata,(Nees) Hook.f.,2933327,2757317,,,2351906,465337-1,,N,Lindera caudata,Lindera caudata (Nees) Hook.f.,465337-1,2933327,1886,Lindera caudata (Nees) Hook.f.,Lindera caudata Nees Hook.f.,Lindera caudata Hook.f.,L.,L. caudata,L. caudata (Nees) Hook.f.,L. caudata Nees Hook.f.,L. caudata Hook.f.
402409,465466-1,Lindera triloba,Lindera triloba (Siebold & Zucc.) Blume,Lauraceae,Species,2351588,465466-1,Species,Accepted,Lauraceae,,Lindera,,triloba,,,Siebold & Zucc.,Blume,,Mus. Bot., 1: 325,(1851),Lindera triloba,(Siebold & Zucc.) Blume,2351588,2673332,,,2351906,465466-1,,N,Lindera triloba,Lindera triloba (Siebold & Zucc.) Blume,465466-1,2351588,1851,Lindera triloba (Siebold & Zucc.) Blume,Lindera triloba Siebold & Zucc. Blume,Lindera triloba Blume,L.,L. triloba,L. triloba (Siebold & Zucc.) Blume,L. triloba Siebold & Zucc. Blume,L. triloba Blume
