,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_parent,accepted_parent_w_author,accepted_parent_id,accepted_parent_ipni_id,accepted_parent_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,taxon_name_with_authors,taxon_name_with_paranthet_authors,taxon_name_with_primary_author,abbreviated_genus,sp_binomial_with_abbreviated_genus,sp_binomial_with_abbreviated_genus_with_authors,sp_binomial_with_abbreviated_genus_with_paranthet_authors,sp_binomial_with_abbreviated_genus_with_primary_author
864232,77182809-1,Grammitis torulosa,Grammitis torulosa (Baker) Christenh.,Polypodiaceae,Species,Grammitis,Grammitis Sw.,3189682,30004136-2,Genus,3195787,17203540-1,Species,Synonym,Polypodiaceae,,Polypodium,,torulosum,,,,Baker,,"J. Linn. Soc., Bot.", 16: 204,(1877),,,,,Polypodium torulosum,Baker,3218477,,,T,,17203540-1,,N,Grammitis torulosa,Grammitis torulosa (Baker) Christenh.,77182809-1,3218477,Polypodium torulosum Baker,Polypodium torulosum Baker,Polypodium torulosum Baker,P.,P. torulosum,P. torulosum Baker,P. torulosum Baker,P. torulosum Baker
498636,654513-1,Polystachya rolfeana,Polystachya rolfeana Kraenzl.,Orchidaceae,Species,Polystachya,Polystachya Hook.,162654,325981-2,Genus,163014,654513-1,Species,Accepted,Orchidaceae,,Polystachya,,rolfeana,,,,Kraenzl.,,Bot. Jahrb. Syst., 28: 167,(1900),,Cameroon,pseudobulbous epiphyte,wet tropical,Polystachya rolfeana,Kraenzl.,163014,,,,162654,654513-1,,Y,Polystachya rolfeana,Polystachya rolfeana Kraenzl.,654513-1,163014,Polystachya rolfeana Kraenzl.,Polystachya rolfeana Kraenzl.,Polystachya rolfeana Kraenzl.,P.,P. rolfeana,P. rolfeana Kraenzl.,P. rolfeana Kraenzl.,P. rolfeana Kraenzl.
1227188,654251-1,Polystachya caloglossa,Polystachya caloglossa Rchb.f.,Orchidaceae,Species,Polystachya,Polystachya Hook.,162654,325981-2,Genus,163015,654514-1,Species,Illegitimate,Orchidaceae,,Polystachya,,rolfeana,,,,Kraenzl.,,Bot. Jahrb. Syst., 33: 61,(1902),", nom. illeg.",,,,Polystachya rolfeana,Kraenzl.,162721,,,,,654514-1,,Y,Polystachya caloglossa,Polystachya caloglossa Rchb.f.,654251-1,162721,Polystachya rolfeana Kraenzl.,Polystachya rolfeana Kraenzl.,Polystachya rolfeana Kraenzl.,P.,P. rolfeana,P. rolfeana Kraenzl.,P. rolfeana Kraenzl.,P. rolfeana Kraenzl.
312425,728227-1,Potentilla heptaphylla,Potentilla heptaphylla L.,Rosaceae,Species,Potentilla,Potentilla L.,2952982,30000237-2,Genus,2956369,,Species,Illegitimate,Rosaceae,,Potentilla,,opaca,,,,L.,,Cent. Pl. I,: 13,(1755),", nom. superfl.",,,,Potentilla opaca,L.,2955272,2955272,L.,T,,2956369-4,,N,Potentilla heptaphylla,Potentilla heptaphylla L.,728227-1,2955272,Potentilla opaca L.,Potentilla opaca L.,Potentilla opaca L.,P.,P. opaca,P. opaca L.,P. opaca L.,P. opaca L.
1095522,324741-2,Potentilla verna,Potentilla verna L.,Rosaceae,Species,Potentilla,Potentilla L.,2952982,30000237-2,Genus,2956370,,Species,Illegitimate,Rosaceae,,Potentilla,,opaca,,,,L.,,Amoen. Acad., 4: 274,(1759),", nom. illeg.",,,,Potentilla opaca,L.,2958067,,,,,2956370-4,,N,Potentilla verna,Potentilla verna L.,324741-2,2958067,Potentilla opaca L.,Potentilla opaca L.,Potentilla opaca L.,P.,P. opaca,P. opaca L.,P. opaca L.,P. opaca L.
1192165,947164-1,Genoplesium nudum,Genoplesium nudum (Hook.f.) D.L.Jones & M.A.Clem.,Orchidaceae,Species,Genoplesium,Genoplesium R.Br.,89155,29542-1,Genus,164667,654851-1,Species,Synonym,Orchidaceae,,Prasophyllum,,attenuatum,,,,Fitzg.,,Gard. Chron.,", n.s., 17: 495",(1882),,,,,Prasophyllum attenuatum,Fitzg.,89179,,,,,654851-1,,Y,Genoplesium nudum,Genoplesium nudum (Hook.f.) D.L.Jones & M.A.Clem.,947164-1,89179,Prasophyllum attenuatum Fitzg.,Prasophyllum attenuatum Fitzg.,Prasophyllum attenuatum Fitzg.,P.,P. attenuatum,P. attenuatum Fitzg.,P. attenuatum Fitzg.,P. attenuatum Fitzg.
994318,654938-1,Prasophyllum ovale,Prasophyllum ovale Lindl.,Orchidaceae,Species,Prasophyllum,Prasophyllum R.Br.,164651,30426-1,Genus,164666,654852-1,Species,Illegitimate,Orchidaceae,,Prasophyllum,,attenuatum,,,,Fitzg.,,J. Bot., 1885: 136,(1885),", nom. illeg.",,,,Prasophyllum attenuatum,Fitzg.,164781,,,,,654852-1,,Y,Prasophyllum ovale,Prasophyllum ovale Lindl.,654938-1,164781,Prasophyllum attenuatum Fitzg.,Prasophyllum attenuatum Fitzg.,Prasophyllum attenuatum Fitzg.,P.,P. attenuatum,P. attenuatum Fitzg.,P. attenuatum Fitzg.,P. attenuatum Fitzg.
1379279,864424-1,Premna serratifolia,Premna serratifolia L.,Lamiaceae,Species,Premna,Premna L.,164843,331875-2,Genus,164848,864169-1,Species,Illegitimate,Lamiaceae,,Premna,,acuminatissima,,,,Merr.,,Lingnan Sci. J., 6: 284,(1928 publ. 1930),", nom. illeg.",,,,Premna acuminatissima,Merr.,165146,,,,,864169-1,,Y,Premna serratifolia,Premna serratifolia L.,864424-1,165146,Premna acuminatissima Merr.,Premna acuminatissima Merr.,Premna acuminatissima Merr.,P.,P. acuminatissima,P. acuminatissima Merr.,P. acuminatissima Merr.,P. acuminatissima Merr.
962075,864211-1,Premna chevalieri,Premna chevalieri Dop,Lamiaceae,Species,Premna,Premna L.,164843,331875-2,Genus,164847,864168-1,Species,Synonym,Lamiaceae,,Premna,,acuminatissima,,,,Merr.,,Univ. Calif. Publ. Bot., 10: 430,(1924),,,,,Premna acuminatissima,Merr.,164891,,,,,864168-1,,Y,Premna chevalieri,Premna chevalieri Dop,864211-1,164891,Premna acuminatissima Merr.,Premna acuminatissima Merr.,Premna acuminatissima Merr.,P.,P. acuminatissima,P. acuminatissima Merr.,P. acuminatissima Merr.,P. acuminatissima Merr.
807278,77164445-1,Eumachia wildemaniana,Eumachia wildemaniana (T.Durand ex De Wild.) Razafim. & C.M.Taylor,Rubiaceae,Species,Eumachia,Eumachia DC.,78108,34578-1,Genus,167856,761905-1,Species,Illegitimate,Rubiaceae,,Psychotria,,djumaensis,,,,De Wild.,,"Ann. Mus. Congo Belge, Bot.",", sér. 5, 2: 182",(1907),", nom. illeg.",,,,Psychotria djumaensis,De Wild.,525311,,,T,,761905-1,,Y,Eumachia wildemaniana,Eumachia wildemaniana (T.Durand ex De Wild.) Razafim. & C.M.Taylor,77164445-1,525311,Psychotria djumaensis De Wild.,Psychotria djumaensis De Wild.,Psychotria djumaensis De Wild.,P.,P. djumaensis,P. djumaensis De Wild.,P. djumaensis De Wild.,P. djumaensis De Wild.
758445,761906-1,Psychotria djumaensis,Psychotria djumaensis De Wild.,Rubiaceae,Species,Psychotria,Psychotria L.,167065,326020-2,Genus,167857,761906-1,Species,Accepted,Rubiaceae,,Psychotria,,djumaensis,,,,De Wild.,,Miss. Ém. Laurent, 1: 349,(1906),,Trop. Africa,shrub or tree,seasonally dry tropical,Psychotria djumaensis,De Wild.,167857,,,,167065,761906-1,,Y,Psychotria djumaensis,Psychotria djumaensis De Wild.,761906-1,167857,Psychotria djumaensis De Wild.,Psychotria djumaensis De Wild.,Psychotria djumaensis De Wild.,P.,P. djumaensis,P. djumaensis De Wild.,P. djumaensis De Wild.,P. djumaensis De Wild.
233927,762814-1,Psychotria nuda,Psychotria nuda (Cham. & Schltdl.) Wawra,Rubiaceae,Species,Psychotria,Psychotria L.,167065,326020-2,Genus,168094,77245305-1,Species,Illegitimate,Rubiaceae,,Psychotria,,gardneriana,,,,Müll.Arg.,C.F.P.von Martius & auct. suc. (eds.),Fl. Bras., 6(5): 379,(1881),", nom. superfl.",,,,Psychotria gardneriana,Müll.Arg.,169010,36504,Cham. & Schltdl.,T,,77245305-1,,Y,Psychotria nuda,Psychotria nuda (Cham. & Schltdl.) Wawra,762814-1,169010,Psychotria gardneriana Müll.Arg.,Psychotria gardneriana Müll.Arg.,Psychotria gardneriana Müll.Arg.,P.,P. gardneriana,P. gardneriana Müll.Arg.,P. gardneriana Müll.Arg.,P. gardneriana Müll.Arg.
1278486,759344-1,Palicourea tetraphylla,Palicourea tetraphylla Cham. & Schltdl.,Rubiaceae,Species,Palicourea,Palicourea Aubl.,145874,30000890-2,Genus,343075,212813-2,Species,Synonym,Rubiaceae,,Psychotria,,gardneriana,,,,Müll.Arg.,C.F.P.von Martius & auct. suc. (eds.),Fl. Bras., 6(5): 275,(1881),,,,,Psychotria gardneriana,Müll.Arg.,146325,,,,,212813-2,,Y,Palicourea tetraphylla,Palicourea tetraphylla Cham. & Schltdl.,759344-1,146325,Psychotria gardneriana Müll.Arg.,Psychotria gardneriana Müll.Arg.,Psychotria gardneriana Müll.Arg.,P.,P. gardneriana,P. gardneriana Müll.Arg.,P. gardneriana Müll.Arg.,P. gardneriana Müll.Arg.
1089028,77161076-1,Palicourea iodotricha,Palicourea iodotricha (Müll.Arg.) Delprete & J.H.Kirkbr.,Rubiaceae,Species,Palicourea,Palicourea Aubl.,145874,30000890-2,Genus,168424,762336-1,Species,Illegitimate,Rubiaceae,,Psychotria,,japurensis,,,,Müll.Arg.,C.F.P.von Martius & auct. suc. (eds.),Fl. Bras., 6(5): 344,(1881),", nom. illeg.",,,,Psychotria japurensis,Müll.Arg.,526302,,,,,762336-1,,Y,Palicourea iodotricha,Palicourea iodotricha (Müll.Arg.) Delprete & J.H.Kirkbr.,77161076-1,526302,Psychotria japurensis Müll.Arg.,Psychotria japurensis Müll.Arg.,Psychotria japurensis Müll.Arg.,P.,P. japurensis,P. japurensis Müll.Arg.,P. japurensis Müll.Arg.,P. japurensis Müll.Arg.
752610,212941-2,Psychotria japurensis,Psychotria japurensis Müll.Arg.,Rubiaceae,Species,Psychotria,Psychotria L.,167065,326020-2,Genus,168423,212941-2,Species,Accepted,Rubiaceae,,Psychotria,,japurensis,,,,Müll.Arg.,C.F.P.von Martius & auct. suc. (eds.),Fl. Bras., 6(5): 328,(1881),,SE. Colombia to Peru,tree,wet tropical,Psychotria japurensis,Müll.Arg.,168423,,,,167065,212941-2,,Y,Psychotria japurensis,Psychotria japurensis Müll.Arg.,212941-2,168423,Psychotria japurensis Müll.Arg.,Psychotria japurensis Müll.Arg.,Psychotria japurensis Müll.Arg.,P.,P. japurensis,P. japurensis Müll.Arg.,P. japurensis Müll.Arg.,P. japurensis Müll.Arg.
1199857,763206-1,Psychotria rhinocerotis,Psychotria rhinocerotis Reinw. ex Blume,Rubiaceae,Species,Psychotria,Psychotria L.,167065,326020-2,Genus,168841,762671-1,Species,Illegitimate,Rubiaceae,,Psychotria,,microcephala,,,,Miq.,,Fl. Ned. Ind., 2: 293,(1857),", nom. illeg.",,,,Psychotria microcephala,Miq.,169482,,,,,762671-1,,Y,Psychotria rhinocerotis,Psychotria rhinocerotis Reinw. ex Blume,763206-1,169482,Psychotria microcephala Miq.,Psychotria microcephala Miq.,Psychotria microcephala Miq.,P.,P. microcephala,P. microcephala Miq.,P. microcephala Miq.,P. microcephala Miq.
396844,77161098-1,Palicourea tenerior,Palicourea tenerior (Cham.) Delprete & J.H.Kirkbr.,Rubiaceae,Species,Palicourea,Palicourea Aubl.,145874,30000890-2,Genus,168842,762670-1,Species,Synonym,Rubiaceae,,Psychotria,,microcephala,,,,Miq.,,Stirp. Surinam. Select.,: 180,(1851),,,,,Psychotria microcephala,Miq.,526533,36494,Miq.,,,762670-1,,Y,Palicourea tenerior,Palicourea tenerior (Cham.) Delprete & J.H.Kirkbr.,77161098-1,526533,Psychotria microcephala Miq.,Psychotria microcephala Miq.,Psychotria microcephala Miq.,P.,P. microcephala,P. microcephala Miq.,P. microcephala Miq.,P. microcephala Miq.
755766,213099-2,Psychotria mima,Psychotria mima Standl.,Rubiaceae,Species,Psychotria,Psychotria L.,167065,326020-2,Genus,168855,213099-2,Species,Accepted,Rubiaceae,,Psychotria,,mima,,,,Standl.,,"Publ. Field Mus. Nat. Hist., Bot. Ser.", 22: 204,(1940),,Brazil (São Paulo),shrub,wet tropical,Psychotria mima,Standl.,168855,,,,167065,213099-2,,Y,Psychotria mima,Psychotria mima Standl.,213099-2,168855,Psychotria mima Standl.,Psychotria mima Standl.,Psychotria mima Standl.,P.,P. mima,P. mima Standl.,P. mima Standl.,P. mima Standl.
814963,77161802-1,Palicourea angustiflora,Palicourea angustiflora (K.Krause) Borhidi,Rubiaceae,Species,Palicourea,Palicourea Aubl.,145874,30000890-2,Genus,168856,762685-1,Species,Illegitimate,Rubiaceae,,Psychotria,,mima,,,,Standl.,,"Publ. Field Mus. Nat. Hist., Bot. Ser.", 22: 386,(1940),", nom. illeg.",,,,Psychotria mima,Standl.,526372,,,,,762685-1,,Y,Palicourea angustiflora,Palicourea angustiflora (K.Krause) Borhidi,77161802-1,526372,Psychotria mima Standl.,Psychotria mima Standl.,Psychotria mima Standl.,P.,P. mima,P. mima Standl.,P. mima Standl.,P. mima Standl.
780989,298041-2,Psychotria jamesoniana,Psychotria jamesoniana Standl.,Rubiaceae,Species,Psychotria,Psychotria L.,167065,326020-2,Genus,169506,296891-2,Species,Illegitimate,Rubiaceae,,Psychotria,,rimbachii,,,,Standl.,,Trop. Woods, 45: 17,(1936),", nom. illeg.",,,,Psychotria rimbachii,Standl.,168421,,,T,,296891-2,,Y,Psychotria jamesoniana,Psychotria jamesoniana Standl.,298041-2,168421,Psychotria rimbachii Standl.,Psychotria rimbachii Standl.,Psychotria rimbachii Standl.,P.,P. rimbachii,P. rimbachii Standl.,P. rimbachii Standl.,P. rimbachii Standl.
753424,213350-2,Psychotria rimbachii,Psychotria rimbachii Standl.,Rubiaceae,Species,Psychotria,Psychotria L.,167065,326020-2,Genus,169505,213350-2,Species,Accepted,Rubiaceae,,Psychotria,,rimbachii,,,,Standl.,,Trop. Woods, 42: 32,(1935),,Ecuador,shrub,wet tropical,Psychotria rimbachii,Standl.,169505,,,,167065,213350-2,,Y,Psychotria rimbachii,Psychotria rimbachii Standl.,213350-2,169505,Psychotria rimbachii Standl.,Psychotria rimbachii Standl.,Psychotria rimbachii Standl.,P.,P. rimbachii,P. rimbachii Standl.,P. rimbachii Standl.,P. rimbachii Standl.
814993,77201308-1,Coleus stuhlmannii,Coleus stuhlmannii (Gürke) A.J.Paton,Lamiaceae,Species,Coleus,Coleus Lour.,45838,20765-1,Genus,171158,455257-1,Species,Synonym,Lamiaceae,,Pycnostachys,,bequaertii,,,,De Wild.,,Contr. Fl. Katanga,: 171,(1921),,,,,Pycnostachys bequaertii,De Wild.,533220,,,,,455257-1,,Y,Coleus stuhlmannii,Coleus stuhlmannii (Gürke) A.J.Paton,77201308-1,533220,Pycnostachys bequaertii De Wild.,Pycnostachys bequaertii De Wild.,Pycnostachys bequaertii De Wild.,P.,P. bequaertii,P. bequaertii De Wild.,P. bequaertii De Wild.,P. bequaertii De Wild.
1009684,77201065-1,Coleus elliotii,Coleus elliotii (S.Moore) A.J.Paton,Lamiaceae,Species,Coleus,Coleus Lour.,45838,20765-1,Genus,171159,455258-1,Species,Illegitimate,Lamiaceae,,Pycnostachys,,bequaertii,,,,De Wild.,,Pl. Bequaert., 4: 393,(1928),", nom. illeg.",,,,Pycnostachys bequaertii,De Wild.,533611,,,,,455258-1,,Y,Coleus elliotii,Coleus elliotii (S.Moore) A.J.Paton,77201065-1,533611,Pycnostachys bequaertii De Wild.,Pycnostachys bequaertii De Wild.,Pycnostachys bequaertii De Wild.,P.,P. bequaertii,P. bequaertii De Wild.,P. bequaertii De Wild.,P. bequaertii De Wild.
972950,713223-1,Ranunculus microphyllus,Ranunculus microphyllus Hand.-Mazz.,Ranunculaceae,Species,Ranunculus,Ranunculus L.,2524491,30002060-2,Genus,2526421,713167-1,Species,Illegitimate,Ranunculaceae,,Ranunculus,,mairei,,,,H.Lév.,,Repert. Spec. Nov. Regni Veg., 13: 341,(1914),", nom. illeg.",,,,Ranunculus mairei,H.Lév.,2526535,,,,,713167-1,,N,Ranunculus microphyllus,Ranunculus microphyllus Hand.-Mazz.,713223-1,2526535,Ranunculus mairei H.Lév.,Ranunculus mairei H.Lév.,Ranunculus mairei H.Lév.,R.,R. mairei,R. mairei H.Lév.,R. mairei H.Lév.,R. mairei H.Lév.
1080061,714121-1,Ranunculus yunnanensis,Ranunculus yunnanensis Franch.,Ranunculaceae,Species,Ranunculus,Ranunculus L.,2524491,30002060-2,Genus,2526429,713166-1,Species,Synonym,Ranunculaceae,,Ranunculus,,mairei,,,,H.Lév.,,Repert. Spec. Nov. Regni Veg., 12: 281,(1913),,,,,Ranunculus mairei,H.Lév.,2525224,,,,,713166-1,,N,Ranunculus yunnanensis,Ranunculus yunnanensis Franch.,714121-1,2525224,Ranunculus mairei H.Lév.,Ranunculus mairei H.Lév.,Ranunculus mairei H.Lév.,R.,R. mairei,R. mairei H.Lév.,R. mairei H.Lév.,R. mairei H.Lév.
1122219,971105-1,Ranunculus dalechanensis,Ranunculus dalechanensis Iranshahr & Rech.f.,Ranunculaceae,Species,Ranunculus,Ranunculus L.,2524491,30002060-2,Genus,2526721,,Species,Illegitimate,Ranunculaceae,,Ranunculus,,procumbens,,,,Boiss.,,Fl. Orient.,", Suppl.: 14",(1888),", nom. illeg.",,,,Ranunculus procumbens,Boiss.,2523626,,,T,,2526721-4,,N,Ranunculus dalechanensis,Ranunculus dalechanensis Iranshahr & Rech.f.,971105-1,2523626,Ranunculus procumbens Boiss.,Ranunculus procumbens Boiss.,Ranunculus procumbens Boiss.,R.,R. procumbens,R. procumbens Boiss.,R. procumbens Boiss.,R. procumbens Boiss.
494275,713585-1,Ranunculus procumbens,Ranunculus procumbens Boiss.,Ranunculaceae,Species,Ranunculus,Ranunculus L.,2524491,30002060-2,Genus,3239056,713585-1,Species,Accepted,Ranunculaceae,,Ranunculus,,procumbens,,,,Boiss.,,"Ann. Sci. Nat., Bot.",", sér. 2, 16: 355",(1841),,Türkiye to NW. Iran,perennial or tuberous geophyte,temperate,Ranunculus procumbens,Boiss.,3239056,,,,2524491,713585-1,,N,Ranunculus procumbens,Ranunculus procumbens Boiss.,713585-1,3239056,Ranunculus procumbens Boiss.,Ranunculus procumbens Boiss.,Ranunculus procumbens Boiss.,R.,R. procumbens,R. procumbens Boiss.,R. procumbens Boiss.,R. procumbens Boiss.
1123158,143240-1,Lobelia erinus,Lobelia erinus L.,Campanulaceae,Species,Lobelia,Lobelia Plum. ex L.,352399,30001605-2,Genus,356223,144803-1,Species,Illegitimate,Campanulaceae,,Rapuntium,,flexuosum,,,,C.Presl,,Prodr. Monogr. Lobel.,: 16,(1836),", nom. illeg.",,,,Rapuntium flexuosum,C.Presl,353498,,,,,144803-1,,Y,Lobelia erinus,Lobelia erinus L.,143240-1,353498,Rapuntium flexuosum C.Presl,Rapuntium flexuosum C.Presl,Rapuntium flexuosum C.Presl,R.,R. flexuosum,R. flexuosum C.Presl,R. flexuosum C.Presl,R. flexuosum C.Presl
1245722,1218688-2,Lobelia flexuosa,Lobelia flexuosa (C.Presl) A.DC.,Campanulaceae,Species,Lobelia,Lobelia Plum. ex L.,352399,30001605-2,Genus,356222,217836-2,Species,Synonym,Campanulaceae,,Rapuntium,,flexuosum,,,,C.Presl,,Prodr. Monogr. Lobel.,: 23,(1836),,,,,Rapuntium flexuosum,C.Presl,353475,,,T,,217836-2,,Y,Lobelia flexuosa,Lobelia flexuosa (C.Presl) A.DC.,1218688-2,353475,Rapuntium flexuosum C.Presl,Rapuntium flexuosum C.Presl,Rapuntium flexuosum C.Presl,R.,R. flexuosum,R. flexuosum C.Presl,R. flexuosum C.Presl,R. flexuosum C.Presl
914397,715363-1,Caylusea hexagyna,Caylusea hexagyna (Forssk.) M.L.Green,Resedaceae,Species,Caylusea,Caylusea A.St.-Hil.,2706498,331472-2,Genus,2525993,,Species,Illegitimate,Resedaceae,,Reseda,,canescens,,,,L.,,"Syst. Nat., ed. 12.", 2: 330,(1767),", nom. illeg.",,,,Reseda canescens,L.,2706501,,,,,2525993-4,,N,Caylusea hexagyna,Caylusea hexagyna (Forssk.) M.L.Green,715363-1,2706501,Reseda canescens L.,Reseda canescens L.,Reseda canescens L.,R.,R. canescens,R. canescens L.,R. canescens L.,R. canescens L.
783639,77227903-1,Sesamoides interrupta var. interrupta,Sesamoides interrupta var. interrupta,Resedaceae,Variety,Sesamoides interrupta,Sesamoides interrupta (Boreau) G.López,2600081,962254-1,Species,2525991,715454-1,Species,Synonym,Resedaceae,,Reseda,,canescens,,,,L.,,Sp. Pl.,: 448,(1753),", tentatively listed as a synonym.",,,,Reseda canescens,L.,3261338,,,,,715454-1,,N,Sesamoides interrupta,Sesamoides interrupta (Boreau) G.López,962254-1,2600081,Reseda canescens L.,Reseda canescens L.,Reseda canescens L.,R.,R. canescens,R. canescens L.,R. canescens L.,R. canescens L.
1362787,1005486-1,Chordifex laxus,Chordifex laxus (R.Br.) B.G.Briggs & L.A.S.Johnson,Restionaceae,Species,Chordifex,Chordifex B.G.Briggs & L.A.S.Johnson,233173,1001682-1,Genus,261204,716271-1,Species,Synonym,Restionaceae,,Restio,,laxus,,,,R.Br.,,Prodr. Fl. Nov. Holland.,: 245,(1810),,,,,Restio laxus,R.Br.,233180,,,T,,716271-1,,Y,Chordifex laxus,Chordifex laxus (R.Br.) B.G.Briggs & L.A.S.Johnson,1005486-1,233180,Restio laxus R.Br.,Restio laxus R.Br.,Restio laxus R.Br.,R.,R. laxus,R. laxus R.Br.,R. laxus R.Br.,R. laxus R.Br.
1238180,20000746-1,Leptocarpus laxus,Leptocarpus laxus (R.Br.) B.G.Briggs,Restionaceae,Species,Leptocarpus,Leptocarpus R.Br.,252262,331225-2,Genus,261205,716272-1,Species,Synonym,Restionaceae,,Restio,,laxus,,,,R.Br.,,Prodr. Fl. Nov. Holland.,: 246,(1810),,,,,Restio laxus,R.Br.,252298,,,T,,716272-1,,Y,Leptocarpus laxus,Leptocarpus laxus (R.Br.) B.G.Briggs,20000746-1,252298,Restio laxus R.Br.,Restio laxus R.Br.,Restio laxus R.Br.,R.,R. laxus,R. laxus R.Br.,R. laxus R.Br.,R. laxus R.Br.
1351321,715851-1,Elegia juncea,Elegia juncea L.,Restionaceae,Species,Elegia,Elegia L.,242182,33347-1,Genus,261375,77245889-1,Species,Synonym,Restionaceae,,Restio,,thyrsifer,,,,Rottb.,,Descr. Pl. Rar.,: 8,(1772),,,,,Restio thyrsifer,Rottb.,242218,,,,,77245889-1,,Y,Elegia juncea,Elegia juncea L.,715851-1,242218,Restio thyrsifer Rottb.,Restio thyrsifer Rottb.,Restio thyrsifer Rottb.,R.,R. thyrsifer,R. thyrsifer Rottb.,R. thyrsifer Rottb.,R. thyrsifer Rottb.
1326244,715877-1,Elegia thyrsifera,Elegia thyrsifera (Rottb.) Pers.,Restionaceae,Species,Elegia,Elegia L.,242182,33347-1,Genus,261377,716426-1,Species,Synonym,Restionaceae,,Restio,,thyrsifer,,,,Rottb.,,Descr. Pl. Rar.,: 11,(1772),,,,,Restio thyrsifer,Rottb.,242247,,,T,,716426-1,,Y,Elegia thyrsifera,Elegia thyrsifera (Rottb.) Pers.,715877-1,242247,Restio thyrsifer Rottb.,Restio thyrsifer Rottb.,Restio thyrsifer Rottb.,R.,R. thyrsifer,R. thyrsifer Rottb.,R. thyrsifer Rottb.,R. thyrsifer Rottb.
1287284,718617-1,Rhamnus rosthornii,Rhamnus rosthornii E.Pritz.,Rhamnaceae,Species,Rhamnus,Rhamnus L.,2525833,30006159-2,Genus,2523020,,Species,Illegitimate,Rhamnaceae,,Rhamnus,,cavaleriei,,,,H.Lév.,,Repert. Spec. Nov. Regni Veg., 10: 148,(1911),", nom. illeg.",,,,Rhamnus cavaleriei,H.Lév.,2522685,,,,,2523020-4,,N,Rhamnus rosthornii,Rhamnus rosthornii E.Pritz.,718617-1,2522685,Rhamnus cavaleriei H.Lév.,Rhamnus cavaleriei H.Lév.,Rhamnus cavaleriei H.Lév.,R.,R. cavaleriei,R. cavaleriei H.Lév.,R. cavaleriei H.Lév.,R. cavaleriei H.Lév.
794499,718372-1,Rhamnus heterophylla,Rhamnus heterophylla Oliv.,Rhamnaceae,Species,Rhamnus,Rhamnus L.,2525833,30006159-2,Genus,2523019,718258-1,Species,Synonym,Rhamnaceae,,Rhamnus,,cavaleriei,,,,H.Lév.,,Repert. Spec. Nov. Regni Veg., 9: 326,(1911),,,,,Rhamnus cavaleriei,H.Lév.,2525065,,,,,718258-1,,N,Rhamnus heterophylla,Rhamnus heterophylla Oliv.,718372-1,2525065,Rhamnus cavaleriei H.Lév.,Rhamnus cavaleriei H.Lév.,Rhamnus cavaleriei H.Lév.,R.,R. cavaleriei,R. cavaleriei H.Lév.,R. cavaleriei H.Lév.,R. cavaleriei H.Lév.
1099195,88478-1,Rhaphidophora elliptifolia,Rhaphidophora elliptifolia Merr.,Araceae,Species,Rhaphidophora,Rhaphidophora Hassk.,177693,2892-1,Genus,177742,77245605-1,Species,Illegitimate,Araceae,,Rhaphidophora,,elliptica,,,,Ridl.,,J. Straits Branch Roy. Asiat. Soc., 49: 52,(1907 publ. 1908),", nom. illeg.",,,,Rhaphidophora elliptica,Ridl.,177744,,,T,,77245605-1,,Y,Rhaphidophora elliptifolia,Rhaphidophora elliptifolia Merr.,88478-1,177744,Rhaphidophora elliptica Ridl.,Rhaphidophora elliptica Ridl.,Rhaphidophora elliptica Ridl.,R.,R. elliptica,R. elliptica Ridl.,R. elliptica Ridl.,R. elliptica Ridl.
601608,88476-1,Rhaphidophora elliptica,Rhaphidophora elliptica Ridl.,Araceae,Species,Rhaphidophora,Rhaphidophora Hassk.,177693,2892-1,Genus,177743,88476-1,Species,Accepted,Araceae,,Rhaphidophora,,elliptica,,,,Ridl.,,J. Straits Branch Roy. Asiat. Soc., 44: 186,(1905),,N. & NW. Borneo,climber,wet tropical,Rhaphidophora elliptica,Ridl.,177743,,,,177693,88476-1,,Y,Rhaphidophora elliptica,Rhaphidophora elliptica Ridl.,88476-1,177743,Rhaphidophora elliptica Ridl.,Rhaphidophora elliptica Ridl.,Rhaphidophora elliptica Ridl.,R.,R. elliptica,R. elliptica Ridl.,R. elliptica Ridl.,R. elliptica Ridl.
1221955,77088417-1,Searsia engleri,Searsia engleri (Britten) Moffett,Anacardiaceae,Species,Searsia,Searsia F.A.Barkley,2479809,1911-1,Genus,2422992,,Species,Illegitimate,Anacardiaceae,,Rhus,,incana,,,,Engl.,A.L.P.P.de Candolle & A.C.P.de Candolle,Monogr. Phan., 4: 428,(1883),", nom. illeg.",,,,Rhus incana,Engl.,2608603,,,T,,2422992-4,,N,Searsia engleri,Searsia engleri (Britten) Moffett,77088417-1,2608603,Rhus incana Engl.,Rhus incana Engl.,Rhus incana Engl.,R.,R. incana,R. incana Engl.,R. incana Engl.,R. incana Engl.
